,REU.1.1_1,REU.1.2_1,REU.1.3_1,REU.1.4_1,REU.1.5_1,REU.1.6_1,REU.2.1_1,REU.2.2_1,REU.2.3_1,REU.2.4_1,REU.2.5_1,REU.3.1_1,REU.3.2_1,REU.3.3_1,REU.3.4_1,REU.3.5_1,REU.4.1_1,REU.4.2_1,REU.4.3_1,REU.4.4_1,REU.4.5_1,REU.4.6_1,REU.4.7_1,REU.4.8_1
REU.2.5_1,158.798552442451,30.0218584552654,962.442102749983,287.77123970461,24.8185610831144,20.780877290463,54.1779439973221,104.028260191683,1574.50020643312,628.785861654161,2750.44659017472,0.1,0.1,15.0201295257386,21.7857775560469,74.3649328351701,0.1,5.15866839436299,19.4676471928176,4.10295555209349,15.5783748147681,18.0690801513154,5.35293605849427,35.0666903566404
REU.3.1_1,3.8836934206573,0.1,3.31659560565909,4.03079436210128,7.93131893127575,9.28553799248991,38.372998614498,101.597479292433,127.143413395745,18.5545505920579,0.1,2111.02913894456,249.976890635864,5.79675153467737,256.583003193688,251.83537450086,3.32491996396691,28.693819263587,307.994680180339,42.3154689459037,103.448535317167,680.957326197149,10.3445715247391,637.906460646728
REU.3.2_1,0.1,0.1,11.378780443441,11.0356092658317,0.1,0.1,12.6813475351706,167.917887960901,95.6614712032628,19.2544117330197,0.1,249.976890635864,1381.4111133011,14.8225948008916,274.06710790116,177.075273934655,5.39983730513835,10.3222585515417,69.7315185890068,5.9505708742127,26.1942287354245,280.966154131784,4.50771436450886,376.591108964774
REU.3.3_1,4.90186330756711,0.1,14.9152829913928,0.1,0.1,0.1,29.0368828326818,128.577974907359,78.1459789186487,15.0291008299394,15.0201295257386,5.79675153467737,14.8225948008916,779.488363240759,173.824349978013,453.507577646528,0.1,0.1,4.41054045447237,9.80372661513422,0.1,16.6431766140676,0.1,56.4480597353735
REU.3.4_1,14.2689256362749,3.21799456405954,23.1414921416089,30.0808813988017,0.1,3.82540151206264,115.076998556723,405.930299443615,376.870319813205,54.8090001931265,21.7857775560469,256.583003193688,274.06710790116,173.824349978013,5839.5160885211,1133.83935893562,2.50000888384489,26.338046378958,235.578686822309,27.5107582651405,36.8828988517968,415.598051167309,10.3074900756875,728.977129299064
REU.3.5_1,47.8775890997036,11.7263478086013,204.031629822786,86.4522848316017,14.2886808166314,5.15079414028038,1633.55260459197,3110.96560898988,2349.8565460093,301.739379837088,74.3649328351701,251.83537450086,177.075273934655,453.507577646528,1133.83935893562,22966.0943933181,9.54399951861319,17.6141147450694,245.683331037501,24.9204278258991,61.1090224597851,368.930991608417,7.17246580288102,673.966813394215
REU.4.1_1,0.1,0.1,0.1,0.1,0.1,0.1,10.383826360285,8.39093014278088,11.6338293800199,0.1,0.1,3.32491996396691,5.39983730513835,0.1,2.50000888384489,9.54399951861319,1313.98964969268,0.1,24.1112618744656,4.7867710780815,4.36114548838377,52.9466503784209,0.1,62.5807452131502
REU.4.2_1,0.1,10.8078773611893,10.189527821035,5.0017686839691,0.1,0.1,5.0017686839691,31.1236753650191,64.575173278864,5.32048986757263,5.15866839436299,28.693819263587,10.3222585515417,0.1,26.338046378958,17.6141147450694,0.1,887.621786928009,126.251814762521,13.0640928474683,15.6568189571439,89.8743605675523,0.1,412.309854362915
REU.4.3_1,14.8118334757756,95.3911607394835,53.9992794713291,110.492763672356,14.4930576522517,7.36393678824436,66.8729540250146,155.453527588727,356.991338246519,64.5014207791935,19.4676471928176,307.994680180339,69.7315185890068,4.41054045447237,235.578686822309,245.683331037501,24.1112618744656,126.251814762521,14312.1936111313,207.59352939582,301.328602079757,748.003662582684,4.98722927381987,4513.31776733658
REU.4.4_1,3.16701632824636,0.1,4.35777287310041,6.3137592937743,3.71556417694046,0.1,16.5743211942055,28.6825018429985,42.922656563972,14.7416456304473,4.10295555209349,42.3154689459037,5.9505708742127,9.80372661513422,27.5107582651405,24.9204278258991,4.7867710780815,13.0640928474683,207.59352939582,1584.77185662341,363.205562318408,95.612647398492,17.0083800674229,843.455711125832
REU.4.5_1,5.76356912499902,4.87602896412103,21.6260691574651,23.9037010479785,20.3965422278598,0.1,21.5989168046246,125.55419507598,97.8616475256371,15.5574182602738,15.5783748147681,103.448535317167,26.1942287354245,0.1,36.8828988517968,61.1090224597851,4.36114548838377,15.6568189571439,301.328602079757,363.205562318408,6641.56425815184,131.913383864241,218.906719288173,1268.34399641594
REU.4.6_1,7.65545578892529,8.25589123785028,27.4061570475125,29.2814299029765,4.99998941206431,7.10810251267225,64.4099999340381,205.485052716822,244.444188229486,35.7041787214436,18.0690801513154,680.957326197149,280.966154131784,16.6431766140676,415.598051167309,368.930991608417,52.9466503784209,89.8743605675523,748.003662582684,95.612647398492,131.913383864241,7540.55081681633,20.0393617094588,2374.82189677841
REU.4.7_1,5.17065684983323,0.1,20.577023998776,0.1,5.13110799753101,0.1,0.1,31.1586267151995,22.073768070002,0.1,5.35293605849427,10.3445715247391,4.50771436450886,0.1,10.3074900756875,7.17246580288102,0.1,0.1,4.98722927381987,17.0083800674229,218.906719288173,20.0393617094588,721.920931425398,128.693613018077
REU.4.8_1,22.2487593281544,20.1346953997498,102.017012999908,81.3258113335855,39.5901203769989,0.1,90.1923149937979,247.623155157363,434.890681849496,81.7946422661805,35.0666903566404,637.906460646728,376.591108964774,56.4480597353735,728.977129299064,673.966813394215,62.5807452131502,412.309854362915,4513.31776733658,843.455711125832,1268.34399641594,2374.82189677841,128.693613018077,20716.9755428969
