state	joint	prior	likelihood	location.meanRate	location.includedPredictors	location.coefficientsTimesIndicators1	location.coefficientsTimesIndicators2	location.coefficientsTimesIndicators3	location.coefficientsTimesIndicators4	location.coefficientsTimesIndicators5	location.coefficientsTimesIndicators6	location.coefficientsTimesIndicators7	location.coefficientsTimesIndicators8	location.branchRates	location.treeLikelihood
1000000	-8708.756486689019	-865.700705929482	-7843.055780759537	2.1413786377608623	7.0	0.47765534203882426	0.9452112187001295	-0.4241666186189082	0.1794651364670841	-0.20170178144741877	-0.0	-0.24719554754297351	0.06399415207668126	0.0	-7843.055780759537
1100000	-8713.940823297593	-827.6064367327276	-7886.334386564866	2.109909978149961	7.0	0.32807302979797454	0.8581705899148097	-0.3160650407405728	0.5583008855282918	-0.2142326433575361	0.0	-0.33133418290539074	0.12114801425896099	0.0	-7886.334386564866
1200000	-8732.842904632862	-866.7400446416258	-7866.102859991237	2.1143086496359147	6.0	0.5383949744669884	1.0413910490271368	-0.519778742252661	-0.0	-0.19134552433524948	-0.0	-0.3111430915669399	0.11343323711781	0.0	-7866.102859991237
1300000	-8764.302466459108	-867.0517308121745	-7897.250735646934	2.1263765093651443	6.0	0.5560910138554125	1.0227758102991527	-0.49265638970103304	-0.0	-0.22176832766063367	0.0	-0.36081255838428133	0.12043005729507672	0.0	-7897.250735646934
1400000	-8767.276377561855	-856.1550484713198	-7911.121329090534	2.0592646279754265	6.0	0.5552493625123559	1.0738622665368016	-0.5394264192532666	-0.0	-0.2500124510862198	0.0	-0.29705507861349684	0.18150421768937763	0.0	-7911.121329090534
1500000	-8801.613732844218	-865.2149346390635	-7936.398798205154	2.077610487683651	7.0	0.5169598992654718	0.8846163045605541	-0.43427466293239503	0.13430524741559333	-0.1876041416478182	-0.0	-0.3036221342499273	0.004029359622714734	0.0	-7936.398798205154
1600000	-8781.142422993744	-868.3618114788768	-7912.780611514867	2.045798561717298	7.0	0.3942696859936975	0.8630844785533275	-0.4079257272889493	0.35942836659280375	-0.22555632184915297	0.0	-0.27715910932735116	0.1611267886438575	0.0	-7912.780611514867
1700000	-8823.184076436792	-861.9239166265772	-7961.260159810215	2.0696478079553735	6.0	0.5543022959744873	1.0270339040702083	-0.5292831696355085	0.0	-0.20959681701372485	0.0	-0.336760550300398	0.06653948896484764	0.0	-7961.260159810215
1800000	-8723.52700916817	-848.0679799469639	-7875.459029221207	2.0271793134766227	6.0	0.6265017294691282	1.0991750479320455	-0.5192203216893517	-0.0	-0.16650334845160772	-0.0	-0.33110108904611035	0.14182892083991386	0.0	-7875.459029221207
1900000	-8826.285015388185	-840.2270311003499	-7986.057984287835	2.1187502894093577	6.0	0.6043837271668786	1.0767542466529765	-0.516438913784845	0.0	-0.2009291744835629	-0.0	-0.26165515290506514	0.13606407726348607	0.0	-7986.057984287835
2000000	-8768.763607749446	-823.5294889639455	-7945.234118785501	2.1384571699161485	5.0	0.5471629459510441	1.0051056151734725	-0.46679247570700355	0.0	-0.27317932733434974	0.0	-0.3076888195166974	0.0	0.0	-7945.234118785501
2100000	-8728.66239292747	-850.0062228313662	-7878.656170096105	1.994561523777574	6.0	0.5956337131370298	1.026847367153448	-0.5104174995456459	0.0	-0.2533901572730397	0.0	-0.2884036132839542	0.1315240483231601	0.0	-7878.656170096105
2200000	-8844.892850413662	-835.328130272643	-8009.564720141018	1.9783884687467541	6.0	0.5671871408257569	1.0855052382769161	-0.4630070540463108	-0.0	-0.21577440385993413	0.0	-0.3098313800927113	0.11457555114728453	0.0	-8009.564720141018
2300000	-8841.548207602329	-829.1760844203371	-8012.372123181993	2.0598814061162707	6.0	0.5909777057141667	1.042986237461329	-0.5176821248918191	-0.0	-0.21076961230929156	-0.0	-0.2779089840912769	0.14333586855972685	0.0	-8012.372123181993
2400000	-8751.95256285414	-840.6235889717243	-7911.328973882415	2.1425664168022904	6.0	0.6053747926363429	1.1082039870485187	-0.5600728511972509	0.0	-0.16771845533751473	-0.0	-0.24444023193849215	0.15351559296378892	0.0	-7911.328973882415
2500000	-8792.63454708771	-898.9045075424165	-7893.730039545294	2.254983346969998	7.0	0.3498700157600327	0.8038403002395581	-0.2992016585274832	0.42911013996091957	-0.29494735606721006	0.0	-0.33997248233972055	0.11470653596611446	0.0	-7893.730039545294
2600000	-8802.215281656745	-841.8481801164218	-7960.367101540323	2.105390564673143	7.0	0.3174272654793614	0.8279708308877571	-0.3958926898067209	0.48613112630154964	-0.30433887253757014	-0.0	-0.38972205362145684	0.13166936555630315	0.0	-7960.367101540323
2700000	-8784.829563712097	-853.1244765231332	-7931.705087188963	1.996640862417788	6.0	0.5073660990592801	1.0308781750156095	-0.5504531673173743	-0.0	-0.19108746190813491	0.0	-0.285256873930352	0.17220293254236746	0.0	-7931.705087188963
2800000	-8796.368854253831	-877.7638810218235	-7918.604973232007	2.109042969757878	6.0	0.4975633295372306	1.0640945942917024	-0.5386048152478691	-0.0	-0.23184983274775933	0.0	-0.26098371144152516	0.12566516039379666	0.0	-7918.604973232007
2900000	-8766.596774024445	-842.4862248633375	-7924.110549161107	2.2153154825013215	6.0	0.5483289765339017	1.0005210628038474	-0.5256301880420828	-0.0	-0.2545075338727384	0.0	-0.36651779333109913	0.11970388538910637	0.0	-7924.110549161107
3000000	-8776.870578379714	-795.8098489812979	-7981.060729398416	2.026442452924287	6.0	0.6150467084797634	0.9986335923947982	-0.5223234598130098	-0.0	-0.1810385732080647	0.0	-0.31998287575876294	0.06707941402327532	0.0	-7981.060729398416
3100000	-8813.123233318374	-816.7100943966801	-7996.413138921694	1.9919460359630683	6.0	0.6235058918378792	1.0805161906042713	-0.536613260566273	0.0	-0.18989566002646896	-0.0	-0.3561346821185635	0.1284801019980837	0.0	-7996.413138921694
3200000	-8756.84328244255	-822.3633280696445	-7934.479954372906	2.012721709795952	6.0	0.6438346852082819	1.048848075091643	-0.5517974930322881	0.0	-0.19711474835608994	0.0	-0.32360365052949874	0.13064460278100704	0.0	-7934.479954372906
3300000	-8798.974814769948	-856.9662615143103	-7942.008553255639	2.210406712829097	6.0	0.6111323927418808	1.0873046450586115	-0.5422047821595941	-0.0	-0.2911261137670754	-0.0	-0.30015631765640033	0.1364923528785213	0.0	-7942.008553255639
3400000	-8810.892836357154	-814.4214965979253	-7996.471339759229	2.0214942961278854	7.0	0.5076086750292891	0.9759655101324274	-0.4277052516231968	0.18646958402600067	-0.22936424387609772	-0.0	-0.4006763184750801	0.16934544944136778	0.0	-7996.471339759229
3500000	-8713.332830330353	-881.7119733197967	-7831.620857010556	2.11965435604683	6.0	0.48754895606506454	1.0641651796839922	-0.518048326423089	0.0	-0.23861712242417715	0.0	-0.24893339287568433	0.15465794071325256	0.0	-7831.620857010556
3600000	-8719.462284678613	-841.4790989086047	-7877.983185770009	2.1520857824791113	6.0	0.5997636117784707	1.046701941215956	-0.5662243814644765	-0.0	-0.18555147674753036	0.0	-0.4039471524900746	0.1631718452608516	0.0	-7877.983185770009
3700000	-8780.984515871127	-870.2679866660284	-7910.716529205099	2.094548676880255	5.0	0.5543899533393034	0.9679714035140101	-0.49018157200269635	-0.0	-0.2117749486508248	-0.0	-0.26665753219783905	0.0	0.0	-7910.716529205099
3800000	-8755.877999335753	-819.4752014196915	-7936.402797916061	2.021752049207731	7.0	0.39586658106416694	0.8600578335466503	-0.34428014138900004	0.4884039288393379	-0.3106316100805591	-0.0	-0.30505078378707406	0.12228275125140617	0.0	-7936.402797916061
3900000	-8734.54772717201	-844.6479681462596	-7889.899759025751	2.0733277668230277	6.0	0.6471176237949263	1.1014161652051055	-0.5380774251436132	0.0	-0.13296662039752832	-0.0	-0.22295447570700297	0.09149272466700398	0.0	-7889.899759025751
4000000	-8768.696934610516	-842.9118302808816	-7925.785104329634	2.018737393647437	6.0	0.6310020561660833	1.049192767328046	-0.5749224269963691	0.0	-0.15078872520090472	-0.0	-0.36723303445731387	0.17242118091286077	0.0	-7925.785104329634
4100000	-8742.669777539939	-861.4306997671149	-7881.239077772824	2.0088912441573994	7.0	0.4924852467887879	0.9521404622028634	-0.4907365632330787	0.18779922178856776	-0.20958175844805874	0.0	-0.2980910063765957	0.08144035025197753	0.0	-7881.239077772824
4200000	-8801.856499263702	-874.748327733781	-7927.108171529921	2.1131204834924335	7.0	0.3733167457539094	0.8898028806676694	-0.32041449024662677	0.43340878708700437	-0.27090870568648173	0.0	-0.37515174440337307	0.13776901463883015	0.0	-7927.108171529921
4300000	-8764.255332626306	-857.1001953849888	-7907.155137241317	2.077619276864635	7.0	0.5765726503842091	0.9575119675236173	-0.4386530720612609	0.26776593423918227	-0.20521477132028293	-0.0	-0.3223091731255442	0.15937773535927993	0.0	-7907.155137241317
4400000	-8765.03718413231	-839.2856660670444	-7925.751518065265	2.007059546012029	6.0	0.5803786509946701	1.1164884993971522	-0.5393049849110415	0.0	-0.21998657389301512	0.0	-0.2794680257132188	0.13687238081208614	0.0	-7925.751518065265
4500000	-8842.878157156001	-830.5205170738154	-8012.357640082186	2.0513423597136535	5.0	0.5260593747677312	1.0437560640935963	-0.5269300666152182	-0.0	-0.15882996647270914	0.0	-0.3342789136836056	0.0	0.0	-8012.357640082186
4600000	-8850.11855436463	-849.0923510114524	-8001.026203353177	2.0706560341353013	6.0	0.6252518405582902	1.093200987878061	-0.5311596484256869	-0.0	-0.32713627257822836	-0.0	-0.30694589932978	0.12851150803170547	0.0	-8001.026203353177
4700000	-8743.507700439395	-826.5818283115291	-7916.925872127867	1.9593759170006078	6.0	0.5942108361935167	1.0704354430017953	-0.5072803956986222	0.0	-0.18274141388058615	-0.0	-0.30400141122101326	0.11955520382237245	0.0	-7916.925872127867
4800000	-8778.440364542628	-861.1272728006752	-7917.313091741953	2.18388008075266	7.0	0.4231610663721442	0.9591645960647475	-0.4267203540028963	0.3000349690520115	-0.2675596787667712	-0.0	-0.37459771825189186	0.11570319861658845	0.0	-7917.313091741953
4900000	-8790.94007163354	-836.6547945996249	-7954.285277033916	2.1226724453749073	6.0	0.6084987453250451	0.9802336546610718	-0.5547974556070515	-0.0	-0.19122749703292874	-0.0	-0.26261475944410967	0.11593276614701259	0.0	-7954.285277033916
5000000	-8779.76587563591	-850.4199301372839	-7929.345945498627	2.0526249949253113	6.0	0.5381749664184614	1.032206330470886	-0.5293832543916992	-0.0	-0.2781455598129347	-0.0	-0.2977779333924695	0.09475015567942664	0.0	-7929.345945498627
5100000	-8752.836396834417	-879.7162897777154	-7873.120107056701	2.0712958667426555	6.0	0.6010670050375247	1.0476526589803632	-0.5318763902194694	-0.0	-0.17672022814931876	0.0	-0.2828325991887675	0.10050664643595532	0.0	-7873.120107056701
5200000	-8712.17967137021	-881.9596649208797	-7830.220006449331	2.2447320747791566	7.0	0.3148092333417169	0.9069435552472903	-0.3851907844886741	0.33539164899365814	-0.2394194405174769	0.0	-0.33292944863994756	0.15308550268690224	0.0	-7830.220006449331
5300000	-8767.4303788478	-856.4756234400375	-7910.954755407761	2.1173683992431744	7.0	0.4802333877517653	0.8637307785205264	-0.3940753244204578	0.22808165348183895	-0.2634777323095485	-0.0	-0.4205756422676205	0.1289566457461336	0.0	-7910.954755407761
5400000	-8828.643690678604	-816.3542183240696	-8012.289472354534	1.9879632723221754	7.0	0.3857533814177416	0.914684653065419	-0.4096506678824449	0.3805401604204286	-0.2561509360150554	-0.0	-0.2958415819056519	0.15394711767955477	0.0	-8012.289472354534
5500000	-8781.3747927912	-901.2972700874925	-7880.077522703708	2.191816659663153	7.0	0.41358767497947996	0.9774935552900874	-0.41287091647939966	0.2860652677853799	-0.22366361498996448	-0.0	-0.401520618986225	0.15612457728246285	0.0	-7880.077522703708
5600000	-8741.889565270681	-885.3070520744001	-7856.582513196281	2.2403037707457156	6.0	0.5561595990618866	1.0662099785280372	-0.5503634737066012	-0.0	-0.16655287941854746	0.0	-0.2742348464621601	0.11941267199065399	0.0	-7856.582513196281
5700000	-8740.928660352876	-836.6539773647895	-7904.274682988086	2.016155831130681	7.0	0.32001840398326215	0.816372479968162	-0.3358155523218112	0.4812986843612245	-0.3319575496095348	-0.0	-0.3031136002499039	0.13691466057777602	0.0	-7904.274682988086
5800000	-8751.086068677083	-868.9742352827009	-7882.111833394382	2.0469866617818293	6.0	0.5769942578633467	1.0460356368953028	-0.5521518993732405	-0.0	-0.15420446419373213	0.0	-0.3087119900334349	0.15713077393683594	0.0	-7882.111833394382
5900000	-8737.816325964832	-850.0932969858985	-7887.723028978934	2.0528661431572486	7.0	0.5416437636563252	0.988393987022397	-0.44570218497425734	0.11377126282781819	-0.16219894722200726	0.0	-0.21617364985626164	0.06314673573693153	0.0	-7887.723028978934
6000000	-8780.171878408912	-824.9382112348546	-7955.233667174057	2.049255427763791	6.0	0.58858585773587	1.0913764814954023	-0.5366981938754422	0.0	-0.23525723632615222	-0.0	-0.3517527156558043	0.16762009672712302	0.0	-7955.233667174057
6100000	-8737.94733451646	-849.7232640491727	-7888.224070467288	2.1134192314304276	7.0	0.5130548310529253	0.9060657628803301	-0.4474362239929745	0.23343723934194963	-0.2008030480754023	0.0	-0.23472708553854604	0.06759614614370987	0.0	-7888.224070467288
6200000	-8813.938803400912	-797.3840994041013	-8016.5547039968105	1.90686063153746	6.0	0.5676928831791062	1.0050664709036012	-0.49939435246283087	0.0	-0.19628947320196094	0.0	-0.2781425611669288	0.08017251790050989	0.0	-8016.5547039968105
6300000	-8771.885831668204	-838.8464764766466	-7933.039355191558	2.0110047178297896	6.0	0.5602705192265713	1.0762224536778504	-0.5275517522338506	-0.0	-0.2587556884542872	-0.0	-0.35972757975271186	0.13797587640008643	0.0	-7933.039355191558
6400000	-8785.078766702847	-863.513761055748	-7921.5650056470995	2.190108134534099	7.0	0.4477513166679944	0.8883319966064707	-0.3938333028624991	0.4019251340685236	-0.24041864869953106	0.0	-0.35390376367250737	0.15961744993716542	0.0	-7921.5650056470995
6500000	-8725.645459721669	-862.2907538020252	-7863.3547059196435	2.094497282546015	7.0	0.45513350521399637	0.9614546133740487	-0.43595234194216675	0.34617719522509016	-0.20975411725542747	0.0	-0.34907994859044184	0.14816791885586025	0.0	-7863.3547059196435
6600000	-8743.211866998936	-838.556989590319	-7904.654877408618	2.052743897192797	6.0	0.5371645292991081	1.0417675701018208	-0.5178678649979385	0.0	-0.20646204072629248	-0.0	-0.38061216595368685	0.15284971273076486	0.0	-7904.654877408618
6700000	-8776.265316878551	-848.6325211941974	-7927.632795684354	2.1483010275559487	5.0	0.5488412496832816	0.9945686562522934	-0.5167017601227035	-0.0	-0.17386056325247337	-0.0	-0.37681677059918167	0.0	0.0	-7927.632795684354
6800000	-8737.709663645008	-841.6284623644874	-7896.08120128052	2.104427257346643	7.0	0.44575110434479465	0.845098703143851	-0.3717629019530366	0.3699212160756601	-0.21255799594253982	0.0	-0.3238068976838988	0.13141017476968514	0.0	-7896.08120128052
6900000	-8854.00742272612	-880.6968837202485	-7973.310539005871	2.084265038656139	7.0	0.33974304733626076	0.7638057155888323	-0.2866865803766584	0.5877774096047141	-0.24097211815256905	-0.0	-0.3168148510337134	0.09433997000360832	0.0	-7973.310539005871
7000000	-8763.149108675108	-781.2756006380508	-7981.873508037058	1.827511949001608	6.0	0.5775008866785244	0.9885522268293597	-0.5221044501971548	-0.0	-0.26778536565239774	-0.0	-0.3453690158943429	0.09888996278546364	0.0	-7981.873508037058
7100000	-8812.623363331028	-822.8880634487308	-7989.735299882297	1.9302257376628478	6.0	0.5933040988507746	1.066093692798752	-0.5383663045011289	0.0	-0.26796177342677335	0.0	-0.36865450033130764	0.11219431525981946	0.0	-7989.735299882297
7200000	-8745.238402203768	-821.6388861975836	-7923.599516006184	2.0219568520300144	6.0	0.6208733190589532	1.0381004125674231	-0.5010824441425518	0.0	-0.2171872950744215	-0.0	-0.3863893696931381	0.08953022031054808	0.0	-7923.599516006184
7300000	-8756.199048208297	-813.1847728066292	-7943.014275401668	2.0112438806704875	6.0	0.5619034702867759	1.0515700326461441	-0.5233297955977221	0.0	-0.24706319015008635	-0.0	-0.4169814226610538	0.15421411441652336	0.0	-7943.014275401668
7400000	-8735.720204494455	-833.3009552619895	-7902.419249232466	2.002188775575865	7.0	0.4537862643842139	0.9026733267118613	-0.3910612578566781	0.28168175510038573	-0.2947772707201527	0.0	-0.34901058570092836	0.12594213835618023	0.0	-7902.419249232466
7500000	-8775.874908204967	-885.5535039690483	-7890.3214042359195	2.1941650853085597	7.0	0.3767982510809083	0.9548798438642976	-0.4332524721716079	0.277728909137174	-0.22748038038513851	0.0	-0.26556643836559096	0.1476110301963718	0.0	-7890.3214042359195
7600000	-8755.290907986013	-834.1225756026134	-7921.168332383399	2.118223383346173	6.0	0.5711215094877159	0.9365086307096526	-0.4480074675378447	0.0	-0.18473112857863785	-0.0	-0.27304830773414374	0.09354823919806401	0.0	-7921.168332383399
7700000	-8811.296167011767	-889.0761901876602	-7922.219976824107	2.085792619102383	7.0	0.35526949014829384	0.9698198989290993	-0.389736498171514	0.36128515553485685	-0.22293713183974476	-0.0	-0.3149596776951536	0.13790281700163037	0.0	-7922.219976824107
7800000	-8720.853889485972	-918.6525926595695	-7802.2012968264025	2.1222781409953324	7.0	0.41191399006820095	0.9330713155443495	-0.40089161222467085	0.3076809605072442	-0.25619564551802476	0.0	-0.33187098372019475	0.1924440001116888	0.0	-7802.2012968264025
7900000	-8813.347986157693	-878.5113099266736	-7934.836676231019	2.1634125400833217	5.0	0.6327265442495218	0.9707485421464271	-0.5259912751742732	-0.0	-0.1703675688458975	-0.0	-0.33946211858230074	0.0	0.0	-7934.836676231019
8000000	-8813.833479231125	-812.543698551811	-8001.2897806793135	2.0015642602922092	7.0	0.5773586145915829	0.9782044330204256	-0.43266135565286357	0.23262148658027393	-0.2501905703808537	0.0	-0.30213576286896954	0.08360037551594673	0.0	-8001.2897806793135
8100000	-8737.993386183341	-865.2625274564343	-7872.730858726907	2.2360362186803906	7.0	0.5108300236128228	0.9914237617611589	-0.4636726665624854	0.1816284001857007	-0.24173702630289617	-0.0	-0.21832286453310157	0.07994504547764325	0.0	-7872.730858726907
8200000	-8772.32681599996	-823.855909559813	-7948.470906440147	1.9545273694930199	7.0	0.3863663814438711	0.8196068882769831	-0.3394004753181377	0.46531736996452727	-0.3255648395307168	0.0	-0.4102422200760167	0.2259258342306692	0.0	-7948.470906440147
8300000	-8749.201777721497	-846.8153977401608	-7902.386379981336	2.1408354437025725	6.0	0.5214142209668073	1.0250394083193257	-0.5313781821444664	0.0	-0.27311412993436746	0.0	-0.3588280616348093	0.15019604334761721	0.0	-7902.386379981336
8400000	-8847.785661432219	-896.8615133787143	-7950.924148053506	2.2260005021162077	6.0	0.6115628493330947	1.0826147960422194	-0.4818378179321681	0.0	-0.19727831454365355	0.0	-0.3354840065263965	0.14701255674830033	0.0	-7950.924148053506
8500000	-8751.344590083381	-802.5713697736186	-7948.773220309762	1.8902297701602384	6.0	0.5232235835255356	1.0637440702509855	-0.5187611252881174	-0.0	-0.2941176551991254	0.0	-0.36207141538128906	0.10242588164893769	0.0	-7948.773220309762
8600000	-8841.031058142258	-879.8265686184983	-7961.2044895237605	2.0623126413760495	7.0	0.36069957923212737	0.8608847611638465	-0.3421752145069193	0.5236090073019922	-0.23990112836776106	-0.0	-0.36528534319989603	0.11477388291236774	0.0	-7961.2044895237605
8700000	-8801.265981233135	-815.8539621013463	-7985.412019131789	2.0305893262942476	7.0	0.5976645039820699	1.083947779406942	-0.5247936332509173	-0.0	-0.2025571760882612	-0.004318200665044958	-0.2526959505035239	0.13558622945188448	0.0	-7985.412019131789
8800000	-8789.460285322211	-833.3003154266393	-7956.159969895572	2.1144912709744563	6.0	0.4800626591549831	1.051740941950002	-0.5120426659507842	-0.0	-0.3111857247446818	-0.0	-0.4324052358805633	0.13505708122651572	0.0	-7956.159969895572
8900000	-8809.988604637034	-865.708424269964	-7944.28018036707	2.1576038849515973	7.0	0.4108837097700828	0.930373757291798	-0.4500291168887131	0.298213922827315	-0.22537336552444992	-0.0	-0.22058884511442323	0.13635342324588887	0.0	-7944.28018036707
9000000	-8816.767055616381	-830.4932517378217	-7986.273803878559	2.107329590349947	6.0	0.565782188543921	1.0126477659390152	-0.4707724193246513	-0.0	-0.2277887593876247	0.0	-0.35369735603754276	0.10889858086985399	0.0	-7986.273803878559
9100000	-8847.279774636674	-839.9751390398009	-8007.304635596873	2.0015836310501873	5.0	0.5369375415046209	0.957908631309154	-0.5067642598264341	0.0	-0.21407950582038449	0.0	-0.2903140259394976	-0.0	0.0	-8007.304635596873
9200000	-8739.891016727046	-776.02327458526	-7963.867742141786	1.9201854210938807	6.0	0.603721503904915	0.9714719448218389	-0.46672193251225436	-0.0	-0.2830715294698799	-0.0	-0.33601940613544967	0.13918078909318463	0.0	-7963.867742141786
9300000	-8809.267008542709	-934.3967982713108	-7874.870210271398	2.2480833242499156	6.0	0.5186766982954094	0.9954357369031551	-0.5153538249275662	-0.0	-0.2861221151849167	0.0	-0.37285628998273385	0.11124890620234826	0.0	-7874.870210271398
9400000	-8864.493846438074	-833.5972659444471	-8030.896580493627	1.9704785163804301	6.0	0.5875176502598602	1.0667316604164083	-0.569285675825573	-0.0	-0.23389859969646154	0.0	-0.2538447452061391	0.17509357184925556	0.0	-8030.896580493627
9500000	-8739.890547687619	-788.066403903355	-7951.824143784264	1.8208293882310425	7.0	0.6185512962788579	0.9764597772967287	-0.46211942854503224	0.22714263162213819	-0.31927161819334915	0.0	-0.24507423707519432	0.12269746136521004	0.0	-7951.824143784264
9600000	-8734.681659391243	-837.5344756920064	-7897.147183699236	2.0538948271635054	6.0	0.5046648888526452	0.9487680321489439	-0.4297144909630624	0.1828856739854937	-0.23992616317012033	-0.0	-0.33720067177107166	-0.0	0.0	-7897.147183699236
9700000	-8741.62584751252	-833.6618147922394	-7907.964032720281	1.9791967012864446	7.0	0.46157917575294055	0.9502319116691091	-0.3982263252564369	0.21220429551499534	-0.32487957307260873	0.0	-0.3452998451409099	0.12423992045961064	0.0	-7907.964032720281
9800000	-8747.901632539246	-824.6163626097733	-7923.285269929473	2.082544128810599	6.0	0.6621008400834368	1.0789709814215234	-0.5500851735423875	-0.0	-0.25897475213494947	0.0	-0.2865935246107983	0.15911168834235315	0.0	-7923.285269929473
9900000	-8808.99124116473	-867.2799159041406	-7941.711325260589	2.059006413963101	6.0	0.5801685234001944	1.0285487532518474	-0.5211266609043339	0.0	-0.17713760027360878	-0.0	-0.26343224358719786	0.12771796555404885	0.0	-7941.711325260589
10000000	-8793.214253100688	-980.9338887795651	-7812.280364321123	2.29775407275812	5.0	0.5324607070686659	1.0364676005188742	-0.5235652731518141	0.0	-0.17878242028471503	-0.0	-0.30304651249382436	-0.0	0.0	-7812.280364321123
10100000	-8736.256807307032	-861.116306633428	-7875.140500673604	2.123615850593412	6.0	0.5336824122169487	1.0964349616965703	-0.5363147474894524	0.0	-0.17444627583428912	-0.0	-0.2859216674396985	0.1740968853669792	0.0	-7875.140500673604
10200000	-8849.184544103311	-872.0040915402211	-7977.18045256309	2.195241870261255	5.0	0.5493878919661492	1.0216984892767886	-0.5083396524780192	-0.0	-0.22500496509370863	-0.0	-0.3528109527030897	-0.0	0.0	-7977.18045256309
10300000	-8847.17486522903	-852.6754206348841	-7994.499444594146	2.1061542026228794	5.0	0.5362002079011786	1.0028683702124683	-0.49705399874869294	0.0	-0.2078587478362306	0.0	-0.28942018806125425	-0.0	0.0	-7994.499444594146
10400000	-8800.001130064613	-875.8401959817705	-7924.160934082843	2.1372534076153524	7.0	0.3429357804146709	0.9098161616651937	-0.36721202204503395	0.39986843723204013	-0.25681942815981973	0.0	-0.36515931037672433	0.11441976745776593	0.0	-7924.160934082843
10500000	-8802.903920647388	-837.4870821187155	-7965.416838528673	1.9414634502402577	6.0	0.6288054555877094	1.0641922734090374	-0.4906519363837016	-0.0	-0.15617045303538882	-0.0	-0.2868954587298551	0.10072198498662652	0.0	-7965.416838528673
10600000	-8704.16211449369	-891.245267670965	-7812.916846822726	2.1175342621912923	7.0	0.35902455393652083	0.9139207012309479	-0.4135072686221018	0.3184631741351218	-0.2319457812109715	-0.0	-0.2977408181579613	0.1702320788171974	0.0	-7812.916846822726
10700000	-8779.669315899026	-807.6292314598891	-7972.040084439137	1.9077563115699954	5.0	0.6272726295835093	1.0062917715408977	-0.5094377965342971	-0.0	-0.24246538344256469	0.0	-0.30774285733666806	-0.0	0.0	-7972.040084439137
10800000	-8730.01672548276	-822.745065520182	-7907.271659962576	2.1099181112626293	7.0	0.45497665600919757	0.8555628886178729	-0.3867326292279677	0.4147153867120979	-0.2710238432189285	-0.0	-0.3352904376749258	0.16164685246274088	0.0	-7907.271659962576
10900000	-8732.037541228885	-869.7248895299465	-7862.312651698938	1.9893114091428619	6.0	0.48806125684061674	0.9949907591729783	-0.5205654839548935	-0.0	-0.14904017591162538	0.0	-0.30324791682115354	0.10191177291020653	0.0	-7862.312651698938
