trait	collection_date	location	longitude	latitude
CHIKV_RUN_S29b92_2025	2025-03-27	REU.2.3_1	55.463604	-20.889254
CHIKV_RUN_S29b78_2025	2025-03-27	REU.2.3_1	55.493469	-20.929432
CHIKV_RUN_S29b89_2025	2025-03-27	REU.4.3_1	55.532818	-21.262849
CHIKV_RUN_S30b10_2025	2025-03-27	REU.3.5_1	55.226263	-21.077926
CHIKV_RUN_S29b77_2025	2025-03-27	REU.3.5_1	55.291629	-21.023749
CHIKV_RUN_S29b86_2025	2025-03-27	REU.4.5_1	55.593094	-21.373976
CHIKV_RUN_S30b23_2025	2025-03-27	REU.4.3_1	55.506225	-21.265423
CHIKV_RUN_S29b71_2025	2025-03-27	REU.4.8_1	55.48053	-21.314712
CHIKV_RUN_S29b91_2025	2025-03-27	REU.2.3_1	55.48115	-20.939002
CHIKV_RUN_S30b14_2025	2025-03-27	REU.2.3_1	55.473548	-20.902942
CHIKV_RUN_S30b18_2025	2025-03-27	REU.4.3_1	55.498967	-21.260889
CHIKV_RUN_S29b95_2025	2025-03-27	REU.3.5_1	55.32108	-20.978951
CHIKV_RUN_S29b93_2025	2025-03-27	REU.2.3_1	55.411463	-20.886566
CHIKV_RUN_S29b90_2025	2025-03-27	REU.2.3_1	55.448386	-20.891579
CHIKV_RUN_S27b75_2025	2025-03-27	REU.2.3_1	55.45207	-20.892308
CHIKV_RUN_S29b88_2025	2025-03-27	REU.4.8_1	55.451557	-21.300363
CHIKV_RUN_S29b75_2025	2025-03-27	REU.4.2_1	55.481192	-21.242388
CHIKV_RUN_S30b22_2025	2025-03-27	REU.3.1_1	55.390491	-21.258565
CHIKV_RUN_S30b13_2025	2025-03-27	REU.4.2_1	55.478721	-21.245888
CHIKV_RUN_S30b24_2025	2025-03-27	REU.2.3_1	55.477237	-20.892938
CHIKV_RUN_S29b81_2025	2025-03-27	REU.4.3_1	55.522463	-21.260579
CHIKV_RUN_S30b21_2025	2025-03-27	REU.3.5_1	55.307555	-21.067372
CHIKV_RUN_S30b15_2025	2025-03-27	REU.4.3_1	55.519874	-21.295961
CHIKV_RUN_S29b46_2025	2025-03-28	REU.4.7_1	55.737899	-21.367581
CHIKV_RUN_S29b30_2025	2025-03-28	REU.2.5_1	55.605591	-20.904544
CHIKV_RUN_S29b51_2025	2025-03-28	REU.3.5_1	55.295015	-21.038842
CHIKV_RUN_S30b16_2025	2025-03-28	REU.2.3_1	55.458044	-20.904445
CHIKV_RUN_S29b15_2025	2025-03-28	REU.2.3_1	55.452436	-20.89184
CHIKV_RUN_S29b24_2025	2025-03-28	REU.4.8_1	55.488598	-21.348668
CHIKV_RUN_S29b59_2025	2025-03-28	REU.4.6_1	55.413884	-21.288321
CHIKV_RUN_S29b17_2025	2025-03-28	REU.2.3_1	55.449124	-20.893649
CHIKV_RUN_S29b57_2025	2025-03-28	REU.4.5_1	55.605886	-21.329862
CHIKV_RUN_S29b52_2025	2025-03-28	REU.4.4_1	55.57698	-21.337369
CHIKV_RUN_S29b16_2025	2025-03-28	REU.2.3_1	55.457508	-20.890217
CHIKV_RUN_S29b53_2025	2025-03-28	REU.4.3_1	55.501525	-21.239828
CHIKV_RUN_S29b47_2025	2025-03-28	REU.2.3_1	55.444796	-20.89773
CHIKV_RUN_S29b28_2025	2025-03-28	REU.2.3_1	55.458475	-20.893018
CHIKV_RUN_S29b29_2025	2025-03-28	REU.2.3_1	55.463836	-20.896781
CHIKV_RUN_S29b45_2025	2025-03-28	REU.4.3_1	55.50628	-21.26204
CHIKV_RUN_S29b74_2025	2025-03-28	REU.2.4_1	55.522971	-20.926297
CHIKV_RUN_S29b58_2025	2025-03-28	REU.4.5_1	55.673618	-21.376441
CHIKV_RUN_S29b60_2025	2025-03-28	REU.4.8_1	55.459004	-21.336513
CHIKV_RUN_S29b37_2025	2025-03-28	REU.4.3_1	55.498189	-21.247328
CHIKV_RUN_S29b55_2025	2025-03-28	REU.4.3_1	55.519951	-21.277356
CHIKV_RUN_S29b69_2025	2025-03-29	REU.2.3_1	55.5024	-20.917869
CHIKV_RUN_S29b70_2025	2025-03-29	REU.2.3_1	55.490149	-20.929323
CHIKV_RUN_S29b68_2025	2025-03-29	REU.2.3_1	55.504931	-20.911832
CHIKV_RUN_S30b42_2025	2025-03-30	REU.2.3_1	55.489584	-20.932198
CHIKV_RUN_S30b39_2025	2025-03-30	REU.2.3_1	55.459113	-20.888358
CHIKV_RUN_S30b41_2025	2025-03-30	REU.1.1_1	55.682137	-20.974956
CHIKV_RUN_S30b33_2025	2025-03-30	REU.2.4_1	55.520113	-20.940545
CHIKV_RUN_S30b32_2025	2025-03-30	REU.2.4_1	55.54758	-20.897653
CHIKV_RUN_S31b42_2025	2025-03-31	REU.4.8_1	55.48181	-21.330446
CHIKV_RUN_S30b25_2025	2025-03-31	REU.2.4_1	55.55816	-20.896887
CHIKV_RUN_S31b31_2025	2025-03-31	REU.4.5_1	55.597249	-21.361982
CHIKV_RUN_S30b92_2025	2025-03-31	REU.4.5_1	55.617042	-21.379792
CHIKV_RUN_S31b63_2025	2025-03-31	REU.3.5_1	55.281544	-21.042635
CHIKV_RUN_S31b33_2025	2025-03-31	REU.4.8_1	55.44777	-21.304014
CHIKV_RUN_S31b45_2025	2025-03-31	REU.4.5_1	55.610552	-21.37585
CHIKV_RUN_S31b64_2025	2025-03-31	REU.2.3_1	55.464572	-20.884325
CHIKV_RUN_S31b56_2025	2025-03-31	REU.2.3_1	55.412937	-20.898481
CHIKV_RUN_S31b30_2025	2025-03-31	REU.4.3_1	55.530723	-21.256717
CHIKV_RUN_S31b57_2025	2025-03-31	REU.2.3_1	55.500686	-20.922746
CHIKV_RUN_S30b38_2025	2025-03-31	REU.2.3_1	55.462381	-20.895649
CHIKV_RUN_S31b35_2025	2025-03-31	REU.4.5_1	55.63232	-21.350249
CHIKV_RUN_S31b36_2025	2025-03-31	REU.4.5_1	55.610277	-21.375628
CHIKV_RUN_S30b86_2025	2025-03-31	REU.4.3_1	55.528216	-21.261163
CHIKV_RUN_S31b46_2025	2025-03-31	REU.2.3_1	55.447228	-20.889855
CHIKV_RUN_S31b10_2025	2025-03-31	REU.4.3_1	55.515475	-21.265196
CHIKV_RUN_S31b41_2025	2025-03-31	REU.4.6_1	55.429476	-21.262486
CHIKV_RUN_S31b37_2025	2025-03-31	REU.2.3_1	55.450929	-20.894839
CHIKV_RUN_S31b60_2025	2025-03-31	REU.2.3_1	55.470917	-20.898528
CHIKV_RUN_S31b34_2025	2025-03-31	REU.2.3_1	55.449883	-20.893507
CHIKV_RUN_S31b40_2025	2025-03-31	REU.2.3_1	55.442185	-20.896565
CHIKV_RUN_S31b58_2025	2025-03-31	REU.2.3_1	55.458475	-20.893018
CHIKV_RUN_S30b93_2025	2025-03-31	REU.4.6_1	55.393657	-21.292512
CHIKV_RUN_S31b43_2025	2025-03-31	REU.4.5_1	55.623625	-21.379174
CHIKV_RUN_S32b18_2025	2025-04-01	REU.4.4_1	55.553736	-21.350115
CHIKV_RUN_S32b03_2025	2025-04-01	REU.3.5_1	55.277282	-21.013691
CHIKV_RUN_S31b93_2025	2025-04-01	REU.4.4_1	55.584499	-21.33656
CHIKV_RUN_S32b08_2025	2025-04-01	REU.3.5_1	55.288935	-21.021777
CHIKV_RUN_S32b22_2025	2025-04-01	REU.2.2_1	55.306625	-20.935303
CHIKV_RUN_S32b28_2025	2025-04-01	REU.3.5_1	55.327773	-21.002561
CHIKV_RUN_S31b89_2025	2025-04-01	REU.4.2_1	55.471431	-21.230528
CHIKV_RUN_S32b23_2025	2025-04-01	REU.3.1_1	55.357891	-21.245728
CHIKV_RUN_S31b91_2025	2025-04-01	REU.3.4_1	55.337987	-21.204948
CHIKV_RUN_S31b83_2025	2025-04-01	REU.3.4_1	55.290972	-21.196121
CHIKV_RUN_S32b26_2025	2025-04-01	REU.2.3_1	55.486595	-20.905498
CHIKV_RUN_S32b15_2025	2025-04-01	REU.4.8_1	55.529877	-21.316327
CHIKV_RUN_S31b69_2025	2025-04-01	REU.2.3_1	55.49148	-20.91578
CHIKV_RUN_S32b02_2025	2025-04-01	REU.2.3_1	55.488802	-20.891298
CHIKV_RUN_S32b21_2025	2025-04-01	REU.4.1_1	55.479962	-21.164987
CHIKV_RUN_S32b47_2025	2025-04-02	REU.4.6_1	55.441735	-21.260273
CHIKV_RUN_S32b58_2025	2025-04-02	REU.3.5_1	55.269703	-21.083498
CHIKV_RUN_S32b55_2025	2025-04-02	REU.3.3_1	55.294014	-21.105645
CHIKV_RUN_S32b51_2025	2025-04-02	REU.2.3_1	55.456567	-20.885699
CHIKV_RUN_S32b76_2025	2025-04-02	REU.4.4_1	55.551439	-21.353904
CHIKV_RUN_S32b72_2025	2025-04-02	REU.2.3_1	55.468596	-20.88681
CHIKV_RUN_S32b73_2025	2025-04-02	REU.4.8_1	55.482928	-21.330578
CHIKV_RUN_S32b59_2025	2025-04-02	REU.2.3_1	55.494101	-20.928618
CHIKV_RUN_S32b61_2025	2025-04-02	REU.3.4_1	55.303288	-21.219252
CHIKV_RUN_S32b50_2025	2025-04-02	REU.2.3_1	55.448332	-20.898829
CHIKV_RUN_S32b87_2025	2025-04-02	REU.4.8_1	55.494399	-21.342935
CHIKV_RUN_S33b06_2025	2025-04-02	REU.2.3_1	55.412393	-20.8887
CHIKV_RUN_S32b77_2025	2025-04-02	REU.3.4_1	55.287288	-21.175906
CHIKV_RUN_S32b49_2025	2025-04-02	REU.2.4_1	55.559144	-20.90001
CHIKV_RUN_S32b53_2025	2025-04-02	REU.2.1_1	55.335116	-20.937594
CHIKV_RUN_S26b16_2025	2025-04-02	REU.4.3_1	55.502377	-21.275578
CHIKV_RUN_S32b85_2025	2025-04-02	REU.2.3_1	55.472693	-20.919139
CHIKV_RUN_S32b56_2025	2025-04-02	REU.2.3_1	55.475491	-20.889116
CHIKV_RUN_S32b74_2025	2025-04-02	REU.4.3_1	55.520911	-21.261568
CHIKV_RUN_S32b88_2025	2025-04-02	REU.4.3_1	55.52234	-21.284942
CHIKV_RUN_S32b95_2025	2025-04-02	REU.4.8_1	55.536394	-21.320941
CHIKV_RUN_S32b62_2025	2025-04-02	REU.3.5_1	55.255258	-21.10745
CHIKV_RUN_S32b54_2025	2025-04-02	REU.3.5_1	55.330989	-20.982402
CHIKV_RUN_S32b94_2025	2025-04-02	REU.4.8_1	55.479323	-21.33559
CHIKV_RUN_S32b92_2025	2025-04-02	REU.4.4_1	55.556528	-21.320686
CHIKV_RUN_S33b01_2025	2025-04-02	REU.4.4_1	55.577104	-21.349537
CHIKV_RUN_S32b84_2025	2025-04-02	REU.4.8_1	55.508561	-21.29119
CHIKV_RUN_S32b91_2025	2025-04-02	REU.4.5_1	55.616272	-21.374385
CHIKV_RUN_S32b86_2025	2025-04-02	REU.2.3_1	55.464006	-20.894512
CHIKV_RUN_S33b51_2025	2025-04-03	REU.4.8_1	55.490525	-21.327155
CHIKV_RUN_S33b32_2025	2025-04-03	REU.2.3_1	55.488479	-20.902191
CHIKV_RUN_S33b49_2025	2025-04-03	REU.4.8_1	55.446858	-21.298724
CHIKV_RUN_S33b53_2025	2025-04-03	REU.2.1_1	55.339701	-20.948593
CHIKV_RUN_S33b38_2025	2025-04-03	REU.4.5_1	55.621686	-21.375645
CHIKV_RUN_S33b28_2025	2025-04-03	REU.4.5_1	55.656971	-21.33478
CHIKV_RUN_S33b50_2025	2025-04-03	REU.4.6_1	55.416583	-21.268514
CHIKV_RUN_S33b24_2025	2025-04-03	REU.2.3_1	55.446429	-20.876421
CHIKV_RUN_S33b34_2025	2025-04-03	REU.2.3_1	55.485007	-20.915423
CHIKV_RUN_S32b90_2025	2025-04-03	REU.2.4_1	55.569514	-20.907567
CHIKV_RUN_S33b30_2025	2025-04-03	REU.4.6_1	55.39527	-21.292706
CHIKV_RUN_S33b42_2025	2025-04-03	REU.4.8_1	55.541358	-21.314395
CHIKV_RUN_S33b36_2025	2025-04-03	REU.2.3_1	55.458913	-20.880306
CHIKV_RUN_S33b25_2025	2025-04-03	REU.2.3_1	55.483664	-20.896563
CHIKV_RUN_S34b25_2025	2025-04-04	REU.2.3_1	55.445273	-20.903065
CHIKV_RUN_S34b22_2025	2025-04-04	REU.2.3_1	55.483614	-20.896152
CHIKV_RUN_S34b31_2025	2025-04-04	REU.3.2_1	55.330197	-21.235731
CHIKV_RUN_S34b23_2025	2025-04-04	REU.2.3_1	55.463234	-20.896231
CHIKV_RUN_S34b20_2025	2025-04-04	REU.2.3_1	55.482429	-20.940237
CHIKV_RUN_S33b68_2025	2025-04-04	REU.2.3_1	55.396883	-20.901414
CHIKV_RUN_S34b14_2025	2025-04-04	REU.2.3_1	55.48981	-20.907133
CHIKV_RUN_S34b18_2025	2025-04-04	REU.2.5_1	55.605341	-20.904362
CHIKV_RUN_S34b15_2025	2025-04-04	REU.2.3_1	55.412973	-20.896317
CHIKV_RUN_S33b54_2025	2025-04-04	REU.4.8_1	55.476713	-21.283778
CHIKV_RUN_S33b67_2025	2025-04-04	REU.3.5_1	55.264138	-21.050453
CHIKV_RUN_S33b74_2025	2025-04-04	REU.2.3_1	55.480702	-20.896447
CHIKV_RUN_S34b32_2025	2025-04-04	REU.4.8_1	55.476348	-21.328608
CHIKV_RUN_S34b19_2025	2025-04-04	REU.2.3_1	55.46786	-20.89748
CHIKV_RUN_S34b07_2025	2025-04-05	REU.2.5_1	55.584279	-20.931834
CHIKV_RUN_S34b08_2025	2025-04-05	REU.2.3_1	55.449009	-20.88911
CHIKV_RUN_S34b21_2025	2025-04-05	REU.2.3_1	55.488906	-20.894632
CHIKV_RUN_S33b77_2025	2025-04-06	REU.4.8_1	55.461336	-21.290989
CHIKV_RUN_S33b88_2025	2025-04-06	REU.3.4_1	55.298499	-21.226692
CHIKV_RUN_S34b05_2025	2025-04-06	REU.4.4_1	55.559659	-21.347573
CHIKV_RUN_S34b38_2025	2025-04-07	REU.2.3_1	55.457303	-20.898911
CHIKV_RUN_S35b06_2025	2025-04-07	REU.2.3_1	55.462846	-20.901711
CHIKV_RUN_S35b10_2025	2025-04-07	REU.4.6_1	55.44814	-21.277593
CHIKV_RUN_S34b90_2025	2025-04-07	REU.4.5_1	55.664754	-21.361256
CHIKV_RUN_S34b93_2025	2025-04-07	REU.4.3_1	55.520597	-21.303307
CHIKV_RUN_S35b03_2025	2025-04-07	REU.3.2_1	55.353664	-21.218052
CHIKV_RUN_S34b85_2025	2025-04-07	REU.4.3_1	55.536329	-21.222347
CHIKV_RUN_S34b46_2025	2025-04-07	REU.2.3_1	55.482412	-20.911924
CHIKV_RUN_S34b92_2025	2025-04-07	REU.2.4_1	55.54758	-20.897653
CHIKV_RUN_S35b07_2025	2025-04-07	REU.4.8_1	55.478816	-21.321061
CHIKV_RUN_S34b43_2025	2025-04-07	REU.2.4_1	55.552915	-20.901466
CHIKV_RUN_S34b73_2025	2025-04-07	REU.2.4_1	55.528367	-20.921675
CHIKV_RUN_S34b37_2025	2025-04-07	REU.3.5_1	55.237378	-21.085047
CHIKV_RUN_S34b80_2025	2025-04-07	REU.4.7_1	55.722197	-21.370763
CHIKV_RUN_S35b04_2025	2025-04-07	REU.4.8_1	55.507195	-21.35199
CHIKV_RUN_S35b13_2025	2025-04-08	REU.2.3_1	55.452371	-20.889316
CHIKV_RUN_S35b40_2025	2025-04-08	REU.4.8_1	55.48181	-21.330446
CHIKV_RUN_S35b15_2025	2025-04-08	REU.2.3_1	55.456567	-20.885699
CHIKV_RUN_S35b31_2025	2025-04-08	REU.4.3_1	55.534055	-21.256565
CHIKV_RUN_S35b41_2025	2025-04-08	REU.4.7_1	55.723651	-21.363656
CHIKV_RUN_S35b11_2025	2025-04-08	REU.2.4_1	55.523182	-20.920082
CHIKV_RUN_S35b27_2025	2025-04-08	REU.2.3_1	55.430094	-20.881357
CHIKV_RUN_S35b32_2025	2025-04-08	REU.4.5_1	55.619713	-21.372073
CHIKV_RUN_S35b46_2025	2025-04-08	REU.4.5_1	55.634552	-21.335297
CHIKV_RUN_S35b49_2025	2025-04-08	REU.4.5_1	55.65683	-21.338729
CHIKV_RUN_S35b45_2025	2025-04-08	REU.2.3_1	55.499865	-20.925833
CHIKV_RUN_S35b22_2025	2025-04-08	REU.3.5_1	55.239248	-21.096619
CHIKV_RUN_S35b28_2025	2025-04-08	REU.4.3_1	55.506198	-21.255451
CHIKV_RUN_S35b19_2025	2025-04-08	REU.4.5_1	55.609091	-21.352348
CHIKV_RUN_S35b24_2025	2025-04-08	REU.4.8_1	55.494334	-21.304604
CHIKV_RUN_S35b38_2025	2025-04-08	REU.2.3_1	55.457633	-20.900334
CHIKV_RUN_S35b14_2025	2025-04-08	REU.2.3_1	55.445317	-20.896568
CHIKV_RUN_S35b39_2025	2025-04-08	REU.2.3_1	55.459915	-20.891391
CHIKV_RUN_S35b12_2025	2025-04-08	REU.4.3_1	55.513655	-21.244184
CHIKV_RUN_S36b28_2025	2025-04-09	REU.4.6_1	55.402411	-21.269929
CHIKV_RUN_S36b07_2025	2025-04-09	REU.2.4_1	55.514801	-20.917675
CHIKV_RUN_S36b10_2025	2025-04-09	REU.4.8_1	55.447129	-21.28198
CHIKV_RUN_S36b04_2025	2025-04-09	REU.3.5_1	55.331176	-20.984865
CHIKV_RUN_S38b40_2025	2025-04-09	REU.4.4_1	55.583064	-21.347863
CHIKV_RUN_S35b53_2025	2025-04-09	REU.2.3_1	55.454217	-20.887795
CHIKV_RUN_S36b16_2025	2025-04-09	REU.4.3_1	55.513752	-21.277223
CHIKV_RUN_S36b23_2025	2025-04-09	REU.4.2_1	55.482973	-21.24164
CHIKV_RUN_S35b55_2025	2025-04-09	REU.2.3_1	55.44655	-20.899567
CHIKV_RUN_S36b47_2025	2025-04-09	REU.2.4_1	55.517213	-20.949991
CHIKV_RUN_S36b08_2025	2025-04-09	REU.2.3_1	55.476703	-20.893449
CHIKV_RUN_S36b24_2025	2025-04-09	REU.2.4_1	55.571953	-20.894325
CHIKV_RUN_S36b02_2025	2025-04-09	REU.4.6_1	55.408549	-21.29104
CHIKV_RUN_S36b27_2025	2025-04-09	REU.4.4_1	55.566444	-21.348978
CHIKV_RUN_S35b36_2025	2025-04-09	REU.2.3_1	55.452064	-20.886175
CHIKV_RUN_S36b87_2025	2025-04-09	REU.2.3_1	55.464831	-20.8845
CHIKV_RUN_S35b54_2025	2025-04-09	REU.2.3_1	55.457891	-20.888457
CHIKV_RUN_S36b05_2025	2025-04-09	REU.3.2_1	55.335907	-21.237616
CHIKV_RUN_S36b46_2025	2025-04-09	REU.4.5_1	55.681708	-21.366676
CHIKV_RUN_S36b39_2025	2025-04-09	REU.4.8_1	55.497632	-21.293164
CHIKV_RUN_S36b06_2025	2025-04-09	REU.2.4_1	55.523806	-20.927211
CHIKV_RUN_S36b31_2025	2025-04-09	REU.2.5_1	55.594205	-20.912074
CHIKV_RUN_S28b03_2025	2025-04-09	REU.2.3_1	55.448275	-20.89179
CHIKV_RUN_S36b14_2025	2025-04-09	REU.1.3_1	55.62049	-20.954348
CHIKV_RUN_S36b29_2025	2025-04-09	REU.3.2_1	55.336687	-21.237412
CHIKV_RUN_S35b37_2025	2025-04-09	REU.2.3_1	55.462782	-20.884913
CHIKV_RUN_S36b18_2025	2025-04-09	REU.4.8_1	55.475368	-21.326873
CHIKV_RUN_S37b09_2025	2025-04-10	REU.2.3_1	55.458044	-20.904445
CHIKV_RUN_S36b82_2025	2025-04-10	REU.4.3_1	55.530001	-21.220516
CHIKV_RUN_S36b73_2025	2025-04-10	REU.2.3_1	55.46222	-20.89166
CHIKV_RUN_S36b43_2025	2025-04-10	REU.2.3_1	55.501016	-20.90024
CHIKV_RUN_S36b93_2025	2025-04-10	REU.4.5_1	55.632653	-21.374048
CHIKV_RUN_S36b78_2025	2025-04-10	REU.4.3_1	55.548848	-21.250426
CHIKV_RUN_S36b63_2025	2025-04-10	REU.2.4_1	55.54216	-20.946748
CHIKV_RUN_S36b95_2025	2025-04-10	REU.2.3_1	55.485693	-20.90823
CHIKV_RUN_S36b66_2025	2025-04-10	REU.3.1_1	55.390181	-21.239489
CHIKV_RUN_S36b45_2025	2025-04-10	REU.2.3_1	55.463336	-20.893336
CHIKV_RUN_S37b04_2025	2025-04-10	REU.4.5_1	55.601648	-21.354461
CHIKV_RUN_S36b62_2025	2025-04-10	REU.2.3_1	55.435923	-20.920802
CHIKV_RUN_S36b85_2025	2025-04-10	REU.2.3_1	55.43917	-20.896348
CHIKV_RUN_S36b72_2025	2025-04-10	REU.1.3_1	55.659589	-20.973932
CHIKV_RUN_S36b86_2025	2025-04-10	REU.4.4_1	55.539587	-21.337892
CHIKV_RUN_S36b91_2025	2025-04-10	REU.4.3_1	55.531203	-21.223437
CHIKV_RUN_S36b79_2025	2025-04-10	REU.4.5_1	55.613182	-21.341037
CHIKV_RUN_S37b40_2025	2025-04-11	REU.4.8_1	55.536768	-21.330156
CHIKV_RUN_S37b17_2025	2025-04-11	REU.2.3_1	55.4454	-20.889306
CHIKV_RUN_S37b28_2025	2025-04-11	REU.4.1_1	55.471975	-21.138809
CHIKV_RUN_S37b20_2025	2025-04-11	REU.2.3_1	55.459654	-20.886868
CHIKV_RUN_S38b84_2025	2025-04-11	REU.2.3_1	55.4599	-20.896873
CHIKV_RUN_S36b83_2025	2025-04-11	REU.2.3_1	55.469236	-20.895792
CHIKV_RUN_S37b34_2025	2025-04-11	REU.4.3_1	55.5026	-21.262005
CHIKV_RUN_S37b24_2025	2025-04-11	REU.4.8_1	55.460544	-21.339095
CHIKV_RUN_S38b80_2025	2025-04-11	REU.3.1_1	55.370885	-21.271162
CHIKV_RUN_S37b11_2025	2025-04-11	REU.2.3_1	55.445982	-20.890035
CHIKV_RUN_S37b36_2025	2025-04-11	REU.4.6_1	55.415217	-21.273369
CHIKV_RUN_S37b38_2025	2025-04-11	REU.4.5_1	55.610518	-21.385485
CHIKV_RUN_S37b13_2025	2025-04-11	REU.2.3_1	55.460532	-20.907133
CHIKV_RUN_S37b14_2025	2025-04-11	REU.2.3_1	55.445712	-20.885625
CHIKV_RUN_S38b26_2025	2025-04-11	REU.4.4_1	55.558799	-21.351246
CHIKV_RUN_S37b10_2025	2025-04-11	REU.2.3_1	55.428349	-20.877709
CHIKV_RUN_S37b16_2025	2025-04-11	REU.2.3_1	55.407765	-20.89103
CHIKV_RUN_S37b32_2025	2025-04-11	REU.4.8_1	55.498538	-21.274632
CHIKV_RUN_S37b30_2025	2025-04-11	REU.4.6_1	55.418062	-21.277593
CHIKV_RUN_S37b19_2025	2025-04-11	REU.2.4_1	55.525907	-20.934859
CHIKV_RUN_S38b90_2025	2025-04-11	REU.4.6_1	55.430984	-21.261781
CHIKV_RUN_S37b15_2025	2025-04-11	REU.3.4_1	55.325483	-21.166768
CHIKV_RUN_S37b27_2025	2025-04-11	REU.4.3_1	55.536511	-21.191852
CHIKV_RUN_S37b21_2025	2025-04-11	REU.4.5_1	55.611081	-21.38211
CHIKV_RUN_S37b41_2025	2025-04-11	REU.4.8_1	55.47771	-21.340618
CHIKV_RUN_S38b35_2025	2025-04-12	REU.2.3_1	55.460825	-20.885648
CHIKV_RUN_S38b02_2025	2025-04-12	REU.2.3_1	55.446471	-20.892798
CHIKV_RUN_S38b38_2025	2025-04-12	REU.2.3_1	55.463976	-20.891577
CHIKV_RUN_S38b10_2025	2025-04-13	REU.4.1_1	55.465201	-21.140709
CHIKV_RUN_S38b30_2025	2025-04-13	REU.4.2_1	55.479296	-21.248167
CHIKV_RUN_S38b27_2025	2025-04-13	REU.4.8_1	55.555104	-21.317199
CHIKV_RUN_S38b06_2025	2025-04-13	REU.4.6_1	55.403275	-21.271692
CHIKV_RUN_S38b86_2025	2025-04-13	REU.4.6_1	55.417216	-21.269164
CHIKV_RUN_S38b22_2025	2025-04-13	REU.4.8_1	55.535288	-21.322361
CHIKV_RUN_S38b33_2025	2025-04-13	REU.4.8_1	55.517599	-21.357332
CHIKV_RUN_S38b32_2025	2025-04-13	REU.4.5_1	55.623169	-21.378321
CHIKV_RUN_S38b66_2025	2025-04-14	REU.3.5_1	55.322556	-20.977532
CHIKV_RUN_S38b59_2025	2025-04-14	REU.2.3_1	55.506216	-20.916598
CHIKV_RUN_S38b58_2025	2025-04-14	REU.2.4_1	55.519976	-20.92603
CHIKV_RUN_S38b67_2025	2025-04-14	REU.2.3_1	55.459483	-20.904368
CHIKV_RUN_S38b74_2025	2025-04-14	REU.2.3_1	55.459432	-20.880183
CHIKV_RUN_S38b56_2025	2025-04-14	REU.2.3_1	55.485376	-20.911961
CHIKV_RUN_S39b03_2025	2025-04-14	REU.4.8_1	55.485063	-21.340821
CHIKV_RUN_S38b70_2025	2025-04-14	REU.2.3_1	55.425901	-20.88476
CHIKV_RUN_S26b01_2025	2025-04-14	REU.1.3_1	55.648137	-20.935778
CHIKV_RUN_S38b57_2025	2025-04-14	REU.2.3_1	55.477733	-20.892582
CHIKV_RUN_S39b07_2025	2025-04-14	REU.2.3_1	55.464831	-20.8845
CHIKV_RUN_S38b69_2025	2025-04-14	REU.4.8_1	55.470887	-21.291268
CHIKV_RUN_S39b02_2025	2025-04-14	REU.4.8_1	55.473832	-21.283269
CHIKV_RUN_S39b01_2025	2025-04-14	REU.2.2_1	55.294827	-20.945847
CHIKV_RUN_S38b83_2025	2025-04-14	REU.2.3_1	55.477414	-20.892111
CHIKV_RUN_S38b76_2025	2025-04-14	REU.4.8_1	55.476813	-21.339855
CHIKV_RUN_S39b16_2025	2025-04-14	REU.3.5_1	55.274079	-21.04032
CHIKV_RUN_S38b82_2025	2025-04-14	REU.4.3_1	55.516078	-21.243197
CHIKV_RUN_S38b61_2025	2025-04-14	REU.2.5_1	55.582692	-20.923073
CHIKV_RUN_S38b95_2025	2025-04-14	REU.4.8_1	55.477373	-21.334398
CHIKV_RUN_S38b93_2025	2025-04-14	REU.2.4_1	55.530076	-20.948881
CHIKV_RUN_S39b21_2025	2025-04-15	REU.2.4_1	55.568487	-20.894745
CHIKV_RUN_S39b35_2025	2025-04-15	REU.4.3_1	55.512403	-21.241733
CHIKV_RUN_S39b55_2025	2025-04-15	REU.4.8_1	55.475368	-21.326873
CHIKV_RUN_S39b52_2025	2025-04-15	REU.4.6_1	55.436329	-21.244515
CHIKV_RUN_S39b20_2025	2025-04-15	REU.3.5_1	55.295871	-21.020646
CHIKV_RUN_S39b50_2025	2025-04-15	REU.4.8_1	55.478153	-21.327759
CHIKV_RUN_S39b33_2025	2025-04-15	REU.4.6_1	55.404308	-21.276694
CHIKV_RUN_S40b24_2025	2025-04-15	REU.4.8_1	55.475471	-21.331253
CHIKV_RUN_S39b57_2025	2025-04-15	REU.4.5_1	55.626056	-21.381787
CHIKV_RUN_S39b53_2025	2025-04-15	REU.4.3_1	55.534628	-21.309883
CHIKV_RUN_S39b49_2025	2025-04-15	REU.2.3_1	55.480657	-20.905604
CHIKV_RUN_S39b29_2025	2025-04-15	REU.4.8_1	55.473496	-21.332937
CHIKV_RUN_S39b36_2025	2025-04-15	REU.2.3_1	55.451909	-20.892271
CHIKV_RUN_S39b17_2025	2025-04-15	REU.2.4_1	55.520113	-20.940545
CHIKV_RUN_S39b51_2025	2025-04-15	REU.4.6_1	55.430735	-21.282518
CHIKV_RUN_S39b34_2025	2025-04-15	REU.3.2_1	55.338824	-21.23846
CHIKV_RUN_S39b46_2025	2025-04-15	REU.4.4_1	55.570231	-21.330523
CHIKV_RUN_S39b05_2025	2025-04-15	REU.2.3_1	55.464564	-20.892562
CHIKV_RUN_S39b85_2025	2025-04-16	REU.4.8_1	55.473462	-21.312593
CHIKV_RUN_S39b73_2025	2025-04-16	REU.2.3_1	55.433168	-20.923119
