trait	collection_date	location	longitude	latitude
CHIKV_RUN_S41b89_2025	2025-04-17	REU.4.8_1	55.509576	-21.349659
CHIKV_RUN_S41b23_2025	2025-04-18	REU.2.3_1	55.480315	-20.914897
CHIKV_RUN_S41b22_2025	2025-04-18	REU.2.3_1	55.491125	-20.936082
CHIKV_RUN_S41b30_2025	2025-04-18	REU.2.4_1	55.532011	-20.943623
CHIKV_RUN_S41b18_2025	2025-04-18	REU.2.3_1	55.463424	-20.891969
CHIKV_RUN_S41b32_2025	2025-04-18	REU.2.3_1	55.451207	-20.891934
CHIKV_RUN_S41b77_2025	2025-04-19	REU.4.5_1	55.628374	-21.37595
CHIKV_RUN_S41b74_2025	2025-04-19	REU.4.5_1	55.617493	-21.370243
CHIKV_RUN_S41b81_2025	2025-04-19	REU.4.5_1	55.642354	-21.306947
CHIKV_RUN_S42b01_2025	2025-04-19	REU.4.5_1	55.649646	-21.379741
CHIKV_RUN_S41b72_2025	2025-04-19	REU.3.4_1	55.32269	-21.158741
CHIKV_RUN_S42b02_2025	2025-04-19	REU.4.3_1	55.495395	-21.245602
CHIKV_RUN_S41b65_2025	2025-04-19	REU.4.6_1	55.428434	-21.265036
CHIKV_RUN_S41b42_2025	2025-04-19	REU.4.8_1	55.469701	-21.289229
CHIKV_RUN_S41b51_2025	2025-04-19	REU.4.8_1	55.425412	-21.310795
CHIKV_RUN_S42b03_2025	2025-04-19	REU.4.8_1	55.55965	-21.308647
CHIKV_RUN_S41b73_2025	2025-04-19	REU.4.6_1	55.403202	-21.282202
CHIKV_RUN_S42b07_2025	2025-04-19	REU.4.3_1	55.520975	-21.283743
CHIKV_RUN_S41b76_2025	2025-04-19	REU.4.8_1	55.483178	-21.341399
CHIKV_RUN_S41b70_2025	2025-04-19	REU.4.5_1	55.641709	-21.380293
CHIKV_RUN_S41b52_2025	2025-04-19	REU.4.8_1	55.471935	-21.336928
CHIKV_RUN_S41b45_2025	2025-04-19	REU.2.1_1	55.334003	-20.933946
CHIKV_RUN_S41b34_2025	2025-04-19	REU.4.6_1	55.413323	-21.283104
CHIKV_RUN_S41b35_2025	2025-04-20	REU.2.3_1	55.460488	-20.891133
CHIKV_RUN_S41b26_2025	2025-04-20	REU.4.8_1	55.458025	-21.307213
CHIKV_RUN_S41b27_2025	2025-04-20	REU.2.3_1	55.459148	-20.880311
CHIKV_RUN_S41b38_2025	2025-04-20	REU.2.3_1	55.481596	-20.888233
CHIKV_RUN_S41b33_2025	2025-04-20	REU.2.4_1	55.532431	-20.915553
CHIKV_RUN_S41b50_2025	2025-04-20	REU.2.3_1	55.491871	-20.898602
CHIKV_RUN_S42b31_2025	2025-04-21	REU.4.6_1	55.438962	-21.267631
CHIKV_RUN_S42b28_2025	2025-04-21	REU.4.5_1	55.652715	-21.379973
CHIKV_RUN_S41b53_2025	2025-04-21	REU.2.3_1	55.48204	-20.914114
CHIKV_RUN_S42b22_2025	2025-04-21	REU.4.6_1	55.41153	-21.202996
CHIKV_RUN_S42b46_2025	2025-04-21	REU.4.6_1	55.418635	-21.286778
CHIKV_RUN_S42b29_2025	2025-04-21	REU.4.5_1	55.616743	-21.375864
CHIKV_RUN_S42b24_2025	2025-04-21	REU.4.1_1	55.467437	-21.141826
CHIKV_RUN_S41b60_2025	2025-04-21	REU.2.3_1	55.487447	-20.898073
CHIKV_RUN_S42b39_2025	2025-04-21	REU.2.2_1	55.296268	-20.945685
CHIKV_RUN_S42b52_2025	2025-04-21	REU.4.5_1	55.629844	-21.334186
CHIKV_RUN_S42b69_2025	2025-04-21	REU.4.8_1	55.468905	-21.341369
CHIKV_RUN_S41b62_2025	2025-04-21	REU.2.3_1	55.485696	-20.915107
CHIKV_RUN_S41b56_2025	2025-04-21	REU.2.3_1	55.468092	-20.886199
CHIKV_RUN_S42b32_2025	2025-04-21	REU.4.5_1	55.672474	-21.368331
CHIKV_RUN_S42b60_2025	2025-04-21	REU.4.6_1	55.438577	-21.271314
CHIKV_RUN_S42b81_2025	2025-04-22	REU.4.3_1	55.518843	-21.227866
CHIKV_RUN_S42b90_2025	2025-04-22	REU.4.8_1	55.478179	-21.330232
CHIKV_RUN_S42b45_2025	2025-04-22	REU.2.5_1	55.588951	-20.909448
CHIKV_RUN_S42b77_2025	2025-04-22	REU.4.5_1	55.608871	-21.337083
CHIKV_RUN_S42b73_2025	2025-04-22	REU.2.3_1	55.496071	-20.916317
CHIKV_RUN_S42b27_2025	2025-04-22	REU.1.3_1	55.654162	-20.970374
CHIKV_RUN_S42b64_2025	2025-04-22	REU.2.3_1	55.480779	-20.90572
CHIKV_RUN_S42b35_2025	2025-04-22	REU.2.4_1	55.529498	-20.93784
CHIKV_RUN_S42b33_2025	2025-04-22	REU.2.3_1	55.448206	-20.904277
CHIKV_RUN_S42b92_2025	2025-04-22	REU.4.4_1	55.541731	-21.363656
CHIKV_RUN_S42b61_2025	2025-04-22	REU.2.3_1	55.39834	-20.920783
CHIKV_RUN_S42b41_2025	2025-04-22	REU.2.3_1	55.462836	-20.888784
CHIKV_RUN_S42b80_2025	2025-04-22	REU.4.3_1	55.555835	-21.22434
CHIKV_RUN_S43b10_2025	2025-04-23	REU.2.3_1	55.491997	-20.936205
CHIKV_RUN_S43b14_2025	2025-04-23	REU.2.3_1	55.475059	-20.893399
CHIKV_RUN_S43b16_2025	2025-04-23	REU.2.3_1	55.432599	-20.925495
CHIKV_RUN_S43b11_2025	2025-04-23	REU.2.5_1	55.606242	-20.904694
CHIKV_RUN_S43b17_2025	2025-04-23	REU.3.4_1	55.328071	-21.164531
CHIKV_RUN_S43b23_2025	2025-04-23	REU.4.5_1	55.665316	-21.335168
CHIKV_RUN_S43b09_2025	2025-04-23	REU.1.3_1	55.691993	-20.963449
CHIKV_RUN_S43b06_2025	2025-04-23	REU.2.4_1	55.572363	-20.907932
CHIKV_RUN_S43b22_2025	2025-04-23	REU.4.8_1	55.453322	-21.304666
CHIKV_RUN_S43b39_2025	2025-04-23	REU.4.3_1	55.511764	-21.25098
CHIKV_RUN_S43b47_2025	2025-04-23	REU.4.7_1	55.715877	-21.371038
CHIKV_RUN_S43b31_2025	2025-04-23	REU.4.8_1	55.540325	-21.316388
CHIKV_RUN_S43b36_2025	2025-04-24	REU.4.3_1	55.518558	-21.2827
CHIKV_RUN_S43b44_2025	2025-04-24	REU.4.6_1	55.402844	-21.214963
CHIKV_RUN_S43b43_2025	2025-04-24	REU.4.5_1	55.664875	-21.375389
CHIKV_RUN_S43b35_2025	2025-04-24	REU.4.8_1	55.486825	-21.257066
CHIKV_RUN_S43b46_2025	2025-04-24	REU.2.3_1	55.455493	-20.878646
CHIKV_RUN_S43b45_2025	2025-04-24	REU.3.5_1	55.271736	-21.05334
CHIKV_RUN_S43b52_2025	2025-04-24	REU.2.2_1	55.307526	-20.939137
CHIKV_RUN_S43b58_2025	2025-04-25	REU.2.3_1	55.484763	-20.908604
CHIKV_RUN_S43b77_2025	2025-04-25	REU.2.4_1	55.543627	-20.937879
CHIKV_RUN_S43b84_2025	2025-04-25	REU.2.3_1	55.465971	-20.896976
CHIKV_RUN_S44b07_2025	2025-04-26	REU.4.5_1	55.629292	-21.345183
CHIKV_RUN_S44b21_2025	2025-04-26	REU.4.8_1	55.471103	-21.339643
CHIKV_RUN_S43b73_2025	2025-04-26	REU.4.6_1	55.447482	-21.267759
CHIKV_RUN_S44b23_2025	2025-04-26	REU.4.6_1	55.392258	-21.241048
CHIKV_RUN_S43b90_2025	2025-04-26	REU.4.3_1	55.528118	-21.289878
CHIKV_RUN_S44b05_2025	2025-04-26	REU.4.3_1	55.540435	-21.255486
CHIKV_RUN_S44b15_2025	2025-04-26	REU.4.5_1	55.623306	-21.375791
CHIKV_RUN_S44b02_2025	2025-04-26	REU.4.8_1	55.465106	-21.285957
CHIKV_RUN_S43b95_2025	2025-04-26	REU.4.8_1	55.478771	-21.329134
CHIKV_RUN_S44b11_2025	2025-04-26	REU.4.5_1	55.595486	-21.35952
CHIKV_RUN_S44b08_2025	2025-04-26	REU.4.4_1	55.561443	-21.348306
CHIKV_RUN_S44b62_2025	2025-04-27	REU.4.4_1	55.577641	-21.33765
CHIKV_RUN_S44b13_2025	2025-04-27	REU.2.3_1	55.448193	-20.886543
CHIKV_RUN_S43b70_2025	2025-04-27	REU.2.4_1	55.516828	-20.953862
CHIKV_RUN_S44b18_2025	2025-04-27	REU.2.3_1	55.465618	-20.910961
CHIKV_RUN_S43b80_2025	2025-04-27	REU.2.3_1	55.39983	-20.903139
CHIKV_RUN_S44b51_2025	2025-04-27	REU.4.6_1	55.407709	-21.289577
CHIKV_RUN_S44b55_2025	2025-04-27	REU.4.3_1	55.524989	-21.237814
CHIKV_RUN_S44b37_2025	2025-04-27	REU.2.4_1	55.523806	-20.927211
CHIKV_RUN_S43b75_2025	2025-04-27	REU.2.4_1	55.529498	-20.93784
CHIKV_RUN_S44b12_2025	2025-04-27	REU.2.3_1	55.444744	-20.879371
CHIKV_RUN_S44b58_2025	2025-04-27	REU.4.8_1	55.456949	-21.289824
CHIKV_RUN_S44b19_2025	2025-04-27	REU.2.3_1	55.456559	-20.890627
CHIKV_RUN_S44b47_2025	2025-04-27	REU.3.2_1	55.332912	-21.238244
CHIKV_RUN_S44b53_2025	2025-04-27	REU.4.8_1	55.472216	-21.338658
CHIKV_RUN_S44b17_2025	2025-04-27	REU.2.3_1	55.482141	-20.886785
CHIKV_RUN_S43b57_2025	2025-04-27	REU.2.3_1	55.399823	-20.907076
CHIKV_RUN_S44b57_2025	2025-04-27	REU.4.8_1	55.503523	-21.294266
CHIKV_RUN_S44b16_2025	2025-04-27	REU.2.3_1	55.407267	-20.90192
CHIKV_RUN_S44b32_2025	2025-04-27	REU.2.3_1	55.459891	-20.882291
CHIKV_RUN_S44b56_2025	2025-04-27	REU.4.6_1	55.438978	-21.282538
CHIKV_RUN_S48b47_2025	2025-04-27	REU.4.6_1	55.414973	-21.284378
CHIKV_RUN_S44b41_2025	2025-04-28	REU.2.3_1	55.399151	-20.903693
CHIKV_RUN_S44b34_2025	2025-04-28	REU.2.3_1	55.477786	-20.919818
CHIKV_RUN_S44b76_2025	2025-04-28	REU.4.3_1	55.519611	-21.242728
CHIKV_RUN_S44b45_2025	2025-04-28	REU.2.3_1	55.451558	-20.890875
CHIKV_RUN_S44b33_2025	2025-04-28	REU.1.4_1	55.74115	-21.075513
CHIKV_RUN_S44b38_2025	2025-04-28	REU.2.3_1	55.402023	-20.911056
CHIKV_RUN_S44b46_2025	2025-04-28	REU.2.3_1	55.439447	-20.91464
CHIKV_RUN_S45b24_2025	2025-04-29	REU.4.8_1	55.504356	-21.343072
CHIKV_RUN_S45b20_2025	2025-04-29	REU.4.8_1	55.459303	-21.338147
CHIKV_RUN_S45b23_2025	2025-04-29	REU.4.3_1	55.521032	-21.281443
CHIKV_RUN_S44b71_2025	2025-04-29	REU.2.3_1	55.464623	-20.884003
CHIKV_RUN_S45b18_2025	2025-04-29	REU.4.6_1	55.402125	-21.286722
CHIKV_RUN_S45b05_2025	2025-04-29	REU.4.8_1	55.447227	-21.29722
CHIKV_RUN_S45b08_2025	2025-04-29	REU.2.3_1	55.467548	-20.886781
CHIKV_RUN_S45b32_2025	2025-04-29	REU.1.5_1	55.776504	-21.128389
CHIKV_RUN_S45b34_2025	2025-04-29	REU.1.4_1	55.718339	-21.039957
CHIKV_RUN_S45b35_2025	2025-04-29	REU.1.4_1	55.703499	-21.072378
CHIKV_RUN_S45b31_2025	2025-04-29	REU.1.1_1	55.692447	-21.002626
CHIKV_RUN_S46b43_2025	2025-05-01	REU.4.5_1	55.661586	-21.34821
CHIKV_RUN_S46b32_2025	2025-05-01	REU.4.8_1	55.472123	-21.334047
CHIKV_RUN_S46b51_2025	2025-05-01	REU.4.4_1	55.548159	-21.32095
CHIKV_RUN_S46b61_2025	2025-05-01	REU.2.3_1	55.459891	-20.882291
CHIKV_RUN_S46b41_2025	2025-05-01	REU.4.6_1	55.418581	-21.28615
CHIKV_RUN_S46b28_2025	2025-05-01	REU.4.8_1	55.513461	-21.341591
CHIKV_RUN_S46b22_2025	2025-05-01	REU.4.5_1	55.64542	-21.383028
CHIKV_RUN_S46b60_2025	2025-05-01	REU.1.3_1	55.667219	-20.944035
CHIKV_RUN_S46b55_2025	2025-05-01	REU.1.3_1	55.620824	-20.957573
CHIKV_RUN_S46b56_2025	2025-05-01	REU.3.4_1	55.301903	-21.145266
CHIKV_RUN_S45b27_2025	2025-05-01	REU.2.3_1	55.48074	-20.904086
CHIKV_RUN_S46b33_2025	2025-05-01	REU.4.5_1	55.663895	-21.377773
CHIKV_RUN_S46b03_2025	2025-05-01	REU.2.3_1	55.45772	-20.888454
CHIKV_RUN_S31b05_2025	2025-05-01	REU.3.2_1	55.347124	-21.241432
CHIKV_RUN_S46b02_2025	2025-05-01	REU.2.3_1	55.47541	-20.899806
CHIKV_RUN_S46b10_2025	2025-05-01	REU.2.3_1	55.49492	-20.923776
CHIKV_RUN_S46b29_2025	2025-05-01	REU.4.6_1	55.405237	-21.273488
CHIKV_RUN_S46b01_2025	2025-05-01	REU.2.4_1	55.518955	-20.92515
CHIKV_RUN_S46b20_2025	2025-05-01	REU.4.8_1	55.472671	-21.334853
CHIKV_RUN_S46b13_2025	2025-05-01	REU.2.3_1	55.457295	-20.885927
CHIKV_RUN_S46b19_2025	2025-05-01	REU.4.8_1	55.481425	-21.329833
CHIKV_RUN_S46b23_2025	2025-05-02	REU.2.3_1	55.502897	-20.901088
CHIKV_RUN_S46b26_2025	2025-05-02	REU.2.3_1	55.43303	-20.88394
CHIKV_RUN_S46b58_2025	2025-05-02	REU.2.3_1	55.470159	-20.901542
CHIKV_RUN_S46b18_2025	2025-05-02	REU.2.3_1	55.410678	-20.886879
CHIKV_RUN_S46b21_2025	2025-05-02	REU.2.5_1	55.629583	-20.936142
CHIKV_RUN_S49b11_2025	2025-05-03	REU.4.5_1	55.657541	-21.336291
CHIKV_RUN_S49b30_2025	2025-05-03	REU.4.8_1	55.466833	-21.284527
CHIKV_RUN_S49b29_2025	2025-05-03	REU.4.6_1	55.418187	-21.285398
CHIKV_RUN_S46b64_2025	2025-05-03	REU.4.6_1	55.419454	-21.277604
CHIKV_RUN_S48b55_2025	2025-05-04	REU.4.2_1	55.478262	-21.248038
CHIKV_RUN_S46b69_2025	2025-05-04	REU.2.3_1	55.465751	-20.904131
CHIKV_RUN_S49b07_2025	2025-05-04	REU.2.3_1	55.399736	-20.908226
CHIKV_RUN_S48b89_2025	2025-05-05	REU.4.5_1	55.657541	-21.336291
CHIKV_RUN_S48b84_2025	2025-05-05	REU.2.4_1	55.528289	-20.936442
CHIKV_RUN_S48b76_2025	2025-05-05	REU.4.3_1	55.539861	-21.241747
CHIKV_RUN_S48b69_2025	2025-05-05	REU.3.1_1	55.39105	-21.255145
CHIKV_RUN_S48b70_2025	2025-05-05	REU.1.4_1	55.704649	-21.05163
CHIKV_RUN_S48b91_2025	2025-05-05	REU.2.3_1	55.475821	-20.923253
CHIKV_RUN_S48b90_2025	2025-05-05	REU.2.3_1	55.478005	-20.896493
CHIKV_RUN_S48b83_2025	2025-05-05	REU.4.8_1	55.482231	-21.312792
CHIKV_RUN_S49b04_2025	2025-05-06	REU.2.3_1	55.409798	-20.894944
CHIKV_RUN_S48b62_2025	2025-05-06	REU.2.3_1	55.467935	-20.895237
CHIKV_RUN_S49b16_2025	2025-05-06	REU.2.3_1	55.457204	-20.885385
CHIKV_RUN_S49b18_2025	2025-05-06	REU.2.1_1	55.332299	-20.949834
CHIKV_RUN_S49b14_2025	2025-05-08	REU.3.5_1	55.343071	-20.979026
CHIKV_RUN_S49b03_2025	2025-05-08	REU.2.5_1	55.603885	-20.958892
CHIKV_RUN_S47b16_2025	2025-05-08	REU.4.8_1	55.474091	-21.342737
CHIKV_RUN_S48b73_2025	2025-05-08	REU.2.3_1	55.485222	-20.918912
CHIKV_RUN_S47b15_2025	2025-05-10	REU.4.5_1	55.655034	-21.336033
CHIKV_RUN_S46b80_2025	2025-05-10	REU.3.4_1	55.326002	-21.226865
CHIKV_RUN_S47b11_2025	2025-05-10	REU.4.3_1	55.530898	-21.262583
CHIKV_RUN_S46b91_2025	2025-05-10	REU.4.8_1	55.453675	-21.299911
CHIKV_RUN_S46b95_2025	2025-05-11	REU.4.7_1	55.769749	-21.361922
CHIKV_RUN_S47b31_2025	2025-05-11	REU.2.5_1	55.604424	-20.903172
CHIKV_RUN_S47b35_2025	2025-05-11	REU.2.3_1	55.458913	-20.880306
CHIKV_RUN_S46b81_2025	2025-05-11	REU.1.3_1	55.668995	-20.967702
CHIKV_RUN_S47b05_2025	2025-05-11	REU.4.8_1	55.46773	-21.28387
CHIKV_RUN_S47b30_2025	2025-05-11	REU.2.3_1	55.443947	-20.878838
CHIKV_RUN_S47b36_2025	2025-05-11	REU.2.3_1	55.459694	-20.888721
CHIKV_RUN_S46b74_2025	2025-05-11	REU.2.5_1	55.614384	-20.909928
CHIKV_RUN_S46b73_2025	2025-05-11	REU.4.8_1	55.454721	-21.302751
CHIKV_RUN_S46b90_2025	2025-05-11	REU.2.3_1	55.446522	-20.881455
CHIKV_RUN_S47b23_2025	2025-05-11	REU.1.4_1	55.720041	-21.04402
CHIKV_RUN_S47b27_2025	2025-05-12	REU.4.4_1	55.562062	-21.35078
CHIKV_RUN_S47b26_2025	2025-05-12	REU.4.6_1	55.402986	-21.208086
CHIKV_RUN_S47b28_2025	2025-05-12	REU.2.3_1	55.457535	-20.921192
CHIKV_RUN_S47b38_2025	2025-05-12	REU.2.4_1	55.545779	-20.930942
CHIKV_RUN_S47b12_2025	2025-05-12	REU.4.3_1	55.50598	-21.242793
CHIKV_RUN_S47b54_2025	2025-05-13	REU.4.8_1	55.463099	-21.290283
CHIKV_RUN_S47b40_2025	2025-05-13	REU.3.3_1	55.299717	-21.102325
CHIKV_RUN_S47b42_2025	2025-05-13	REU.4.8_1	55.508249	-21.292707
CHIKV_RUN_S47b53_2025	2025-05-13	REU.4.6_1	55.407108	-21.271001
CHIKV_RUN_S47b65_2025	2025-05-13	REU.1.4_1	55.738166	-21.090335
CHIKV_RUN_S47b44_2025	2025-05-14	REU.4.6_1	55.406605	-21.202573
CHIKV_RUN_S47b41_2025	2025-05-14	REU.2.3_1	55.459188	-20.883245
CHIKV_RUN_S48b25_2025	2025-05-15	REU.4.4_1	55.560499	-21.346699
CHIKV_RUN_S48b39_2025	2025-05-16	REU.2.3_1	55.48753	-20.916189
CHIKV_RUN_S48b41_2025	2025-05-16	REU.3.5_1	55.284344	-21.027984
CHIKV_RUN_S48b36_2025	2025-05-17	REU.3.4_1	55.327673	-21.176501
CHIKV_RUN_S48b30_2025	2025-05-17	REU.4.8_1	55.469273	-21.285393
CHIKV_RUN_S48b38_2025	2025-05-17	REU.4.3_1	55.513249	-21.278521
CHIKV_RUN_S48b17_2025	2025-05-18	REU.4.6_1	55.427837	-21.251552
CHIKV_RUN_S48b27_2025	2025-05-18	REU.2.3_1	55.458323	-20.882487
CHIKV_RUN_S48b29_2025	2025-05-18	REU.1.3_1	55.647702	-20.962536
CHIKV_RUN_S48b18_2025	2025-05-18	REU.4.3_1	55.534597	-21.269296
CHIKV_RUN_S48b20_2025	2025-05-18	REU.2.5_1	55.583002	-20.936276
CHIKV_RUN_S48b13_2025	2025-05-19	REU.3.5_1	55.307555	-21.067372
CHIKV_RUN_S49b40_2025	2025-05-20	REU.4.6_1	55.397826	-21.292583
CHIKV_RUN_S49b46_2025	2025-05-21	REU.4.7_1	55.788637	-21.352903
CHIKV_RUN_S49b38_2025	2025-05-21	REU.4.5_1	55.658044	-21.357004
CHIKV_RUN_S49b32_2025	2025-05-21	REU.2.3_1	55.487122	-20.911792
CHIKV_RUN_S49b49_2025	2025-05-22	REU.2.3_1	55.458913	-20.880306
CHIKV_RUN_S49b71_2025	2025-05-26	REU.4.8_1	55.472488	-21.333883
CHIKV_RUN_S49b64_2025	2025-05-26	REU.4.8_1	55.46001	-21.300896
CHIKV_RUN_S49b63_2025	2025-05-26	REU.4.1_1	55.471215	-21.137154
CHIKV_RUN_S49b70_2025	2025-05-26	REU.4.6_1	55.418761	-21.285063
CHIKV_RUN_S49b65_2025	2025-05-26	REU.4.3_1	55.539287	-21.256112
CHIKV_RUN_S50b23_2025	2025-05-29	REU.2.4_1	55.569605	-20.907787
CHIKV_RUN_S50b22_2025	2025-05-29	REU.2.4_1	55.5589	-20.899424
CHIKV_RUN_S50b28_2025	2025-05-29	REU.4.6_1	55.390862	-21.238667
CHIKV_RUN_S50b24_2025	2025-05-29	REU.3.4_1	55.335026	-21.222045
CHIKV_RUN_S50b26_2025	2025-05-29	REU.4.8_1	55.473769	-21.339783
CHIKV_RUN_S50b32_2025	2025-05-29	REU.2.3_1	55.485036	-20.893624
CHIKV_RUN_S50b02_2025	2025-05-29	REU.2.3_1	55.482141	-20.886785
CHIKV_RUN_S50b40_2025	2025-06-05	REU.2.3_1	55.456959	-20.881232
CHIKV_RUN_S50b64_2025	2025-06-08	REU.2.3_1	55.48244	-20.91848
CHIKV_RUN_S50b67_2025	2025-06-09	REU.1.4_1	55.697135	-21.034256
CHIKV_RUN_S50b72_2025	2025-06-10	REU.4.8_1	55.455381	-21.297715
CHIKV_RUN_S52b72_2025	2025-06-17	REU.3.1_1	55.375287	-21.257008
CHIKV_RUN_S52b73_2025	2025-06-30	REU.1.5_1	55.792295	-21.130409
CHIKV_RUN_S54b43_2025	2025-07-09	REU.1.4_1	55.683352	-21.051656
CHIKV_RUN_S3b82_2024	2024-09-16	REU.3.4_1	55.288681	-21.171711
CHIKV_RUN_S8b01_2024	2024-11-25	REU.3.1_1	55.365339	-21.256825
CHIKV_RUN_S12b78_2024	2024-12-11	REU.3.1_1	55.366999	-21.260304
CHIKV_RUN_S12b62_2024	2024-12-16	REU.3.1_1	55.368633	-21.256765
CHIKV_RUN_S8b34_2024	2024-12-16	REU.3.1_1	55.360735	-21.261353
CHIKV_RUN_S9b63_2025	2025-01-25	REU.4.7_1	55.7704	-21.359617
CHIKV_RUN_S10b04_2025	2025-02-01	REU.3.1_1	55.362987	-21.255502
CHIKV_RUN_S10b29_2025	2025-02-08	REU.4.5_1	55.599125	-21.377223
CHIKV_RUN_S10b30_2025	2025-02-08	REU.4.3_1	55.527133	-21.260637
CHIKV_RUN_S10b51_2025	2025-02-08	REU.4.8_1	55.476533	-21.340631
CHIKV_RUN_S10b45_2025	2025-02-08	REU.2.3_1	55.401742	-20.902126
CHIKV_RUN_S10b80_2025	2025-02-15	REU.4.1_1	55.480729	-21.168218
CHIKV_RUN_S10b84_2025	2025-02-15	REU.4.3_1	55.529419	-21.267475
CHIKV_RUN_S10b83_2025	2025-02-15	REU.4.3_1	55.526664	-21.257323
CHIKV_RUN_S10b78_2025	2025-02-15	REU.4.3_1	55.522725	-21.283887
CHIKV_RUN_S10b88_2025	2025-02-15	REU.3.5_1	55.272836	-21.023559
CHIKV_RUN_S10b79_2025	2025-02-15	REU.4.3_1	55.491615	-21.250807
CHIKV_RUN_S10b82_2025	2025-02-15	REU.4.3_1	55.501615	-21.246082
CHIKV_RUN_S13b36_2025	2025-02-22	REU.3.1_1	55.361274	-21.254655
CHIKV_RUN_S13b33_2025	2025-02-22	REU.4.6_1	55.417117	-21.288149
CHIKV_RUN_S13b39_2025	2025-02-22	REU.4.7_1	55.722794	-21.369702
CHIKV_RUN_S13b38_2025	2025-02-22	REU.4.3_1	55.500433	-21.268068
CHIKV_RUN_S13b31_2025	2025-02-22	REU.4.8_1	55.475168	-21.291116
CHIKV_RUN_S13b76_2025	2025-02-23	REU.3.4_1	55.328353	-21.194489
CHIKV_RUN_S13b73_2025	2025-02-23	REU.3.4_1	55.301143	-21.224126
CHIKV_RUN_S13b74_2025	2025-02-23	REU.3.4_1	55.297536	-21.199663
CHIKV_RUN_S15b69_2025	2025-02-25	REU.1.1_1	55.679974	-20.996331
CHIKV_RUN_S15b68_2025	2025-02-25	REU.1.2_1	55.626601	-21.132939
CHIKV_RUN_S15b66_2025	2025-02-25	REU.1.3_1	55.653395	-20.973052
CHIKV_RUN_S15b65_2025	2025-02-25	REU.2.4_1	55.57527	-20.927587
CHIKV_RUN_S14b21_2025	2025-02-28	REU.4.3_1	55.498797	-21.258041
CHIKV_RUN_S14b24_2025	2025-02-28	REU.4.3_1	55.516538	-21.280238
CHIKV_RUN_S14b22_2025	2025-02-28	REU.4.4_1	55.55582	-21.342746
CHIKV_RUN_S14b11_2025	2025-03-01	REU.4.8_1	55.473862	-21.287217
CHIKV_RUN_S14b13_2025	2025-03-01	REU.4.3_1	55.527306	-21.25541
CHIKV_RUN_S14b14_2025	2025-03-01	REU.4.3_1	55.533632	-21.283827
CHIKV_RUN_S14b15_2025	2025-03-01	REU.4.3_1	55.503577	-21.27514
CHIKV_RUN_S14b19_2025	2025-03-01	REU.4.3_1	55.526862	-21.280133
CHIKV_RUN_S14b56_2025	2025-03-01	REU.3.4_1	55.335341	-21.201919
CHIKV_RUN_S14b12_2025	2025-03-01	REU.4.5_1	55.689517	-21.366414
CHIKV_RUN_S16b46_2025	2025-03-08	REU.4.3_1	55.50159	-21.262261
CHIKV_RUN_S16b20_2025	2025-03-08	REU.3.4_1	55.323303	-21.210595
CHIKV_RUN_S16b16_2025	2025-03-08	REU.4.6_1	55.417173	-21.289649
CHIKV_RUN_S16b37_2025	2025-03-08	REU.4.6_1	55.446209	-21.267209
CHIKV_RUN_S16b49_2025	2025-03-08	REU.4.8_1	55.494289	-21.271536
CHIKV_RUN_S16b13_2025	2025-03-08	REU.4.3_1	55.511654	-21.277057
CHIKV_RUN_S16b12_2025	2025-03-08	REU.4.3_1	55.507032	-21.235247
CHIKV_RUN_S16b40_2025	2025-03-08	REU.4.3_1	55.510576	-21.237746
CHIKV_RUN_S16b53_2025	2025-03-08	REU.4.5_1	55.612604	-21.324901
CHIKV_RUN_S16b30_2025	2025-03-08	REU.2.3_1	55.467005	-20.898535
CHIKV_RUN_S16b54_2025	2025-03-08	REU.4.3_1	55.498279	-21.26971
CHIKV_RUN_S16b35_2025	2025-03-08	REU.3.2_1	55.348289	-21.250872
CHIKV_RUN_S16b51_2025	2025-03-08	REU.4.3_1	55.502596	-21.239002
CHIKV_RUN_S16b21_2025	2025-03-08	REU.3.2_1	55.336407	-21.241245
CHIKV_RUN_S16b44_2025	2025-03-08	REU.4.3_1	55.516217	-21.279021
CHIKV_RUN_S16b52_2025	2025-03-08	REU.4.3_1	55.521718	-21.274164
CHIKV_RUN_S16b24_2025	2025-03-08	REU.4.3_1	55.504978	-21.280264
CHIKV_RUN_S16b42_2025	2025-03-08	REU.4.2_1	55.470247	-21.233447
CHIKV_RUN_S16b43_2025	2025-03-08	REU.2.1_1	55.333107	-20.933901
CHIKV_RUN_S17b62_2025	2025-03-09	REU.3.5_1	55.278687	-21.005672
CHIKV_RUN_S17b45_2025	2025-03-09	REU.3.5_1	55.273672	-21.101752
CHIKV_RUN_S17b54_2025	2025-03-09	REU.3.5_1	55.274238	-21.051114
CHIKV_RUN_S17b55_2025	2025-03-09	REU.3.5_1	55.263479	-21.059954
CHIKV_RUN_S17b36_2025	2025-03-09	REU.3.5_1	55.272848	-21.088341
CHIKV_RUN_S20b14_2025	2025-03-15	REU.3.2_1	55.344688	-21.249764
CHIKV_RUN_S19b91_2025	2025-03-15	REU.4.3_1	55.516227	-21.284258
CHIKV_RUN_S19b60_2025	2025-03-15	REU.3.4_1	55.325669	-21.227271
CHIKV_RUN_S20b13_2025	2025-03-15	REU.4.8_1	55.461679	-21.292518
CHIKV_RUN_S20b33_2025	2025-03-15	REU.3.2_1	55.339341	-21.247299
